input_table,grain,period,five_year_bin,corridor,semantic_family,source_or_discourse_frame,row_count,unique_sources,weight_sum,binding_index,gate,reason
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1945,Taiwan-side,other_food_or_memory,official_tourism_memory,2,2,1.52,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1945,Taiwan-side,rice_meal_general,official_tourism_memory,2,2,1.52,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1945,Taiwan-side,street_snack_xiaochi,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1945,Taiwan-side,street_snack_xiaochi,other_discourse,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1945,Taiwan-side,taiwanese_cuisine_label,official_event_or_open_data,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1940-1987_taiwan_side_formation,1945,Taiwan-side,tea_drink_breakfast,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1945,Taiwan-side,tea_drink_breakfast,official_event_or_open_data,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1945,Taiwan-side,tea_drink_breakfast,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1950,Japan,taiwanese_cuisine_label,other_discourse,1,1,0.7321,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1950,Japan,taiwanese_cuisine_label,consumer_or_retrospective_web,2,2,1.3847,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1950,Taiwan-side,lurou_rouzao_core,consumer_or_retrospective_web,2,2,1.52,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1950,Taiwan-side,lurou_rouzao_core,official_tourism_memory,4,4,2.8604000000000003,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1950,Taiwan-side,lurou_rouzao_core,consumer_or_retrospective_web,4,4,2.4050000000000002,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1950,Taiwan-side,lurou_rouzao_core,official_tourism_memory,4,3,2.6369999999999996,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1950,Taiwan-side,other_food_or_memory,consumer_or_retrospective_web,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1950,Taiwan-side,other_food_or_memory,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1950,Taiwan-side,other_food_or_memory,other_discourse,3,3,2.73,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1950,Taiwan-side,other_food_or_memory,official_event_or_open_data,4,2,3.04,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1950,Taiwan-side,other_food_or_memory,official_tourism_memory,4,1,3.04,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1950,Taiwan-side,rice_meal_general,other_discourse,2,2,1.9700000000000002,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1950,Taiwan-side,street_snack_xiaochi,consumer_or_retrospective_web,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1950,Taiwan-side,street_snack_xiaochi,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1950,Taiwan-side,street_snack_xiaochi,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1950,Taiwan-side,taiwanese_cuisine_label,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1950,Taiwan-side,tea_drink_breakfast,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,Japan,taiwanese_cuisine_label,consumer_or_retrospective_web,1,1,0.585,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,Japan,taiwanese_cuisine_label,other_discourse,1,1,0.735,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,North America,other_food_or_memory,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,Taiwan-side,lurou_rouzao_core,brand_or_platform_listing,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,Taiwan-side,lurou_rouzao_core,official_event_or_open_data,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,Taiwan-side,lurou_rouzao_core,brand_or_platform_listing,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,Taiwan-side,lurou_rouzao_core,brand_or_platform_listing,1,1,0.4254,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,Taiwan-side,lurou_rouzao_core,consumer_or_retrospective_web,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,Taiwan-side,lurou_rouzao_core,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,Taiwan-side,lurou_rouzao_core,other_discourse,1,1,0.2754,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,Taiwan-side,lurou_rouzao_core,official_tourism_memory,2,2,1.52,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,Taiwan-side,lurou_rouzao_core,consumer_or_retrospective_web,2,2,1.26,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,Taiwan-side,lurou_rouzao_core,other_discourse,4,4,3.7025,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,Taiwan-side,lurou_rouzao_core,other_discourse,4,3,2.4765,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,Taiwan-side,noodle_soup_general,official_event_or_open_data,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,Taiwan-side,noodle_soup_general,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,Taiwan-side,other_food_or_memory,consumer_or_retrospective_web,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,Taiwan-side,other_food_or_memory,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,Taiwan-side,rice_meal_general,official_event_or_open_data,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1955,Taiwan-side,street_snack_xiaochi,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1960,Japan,taiwanese_cuisine_label,brand_or_platform_listing,1,1,0.8322,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1960,Japan,taiwanese_cuisine_label,consumer_or_retrospective_web,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1960,Japan,taiwanese_cuisine_label,official_tourism_memory,1,1,0.6822,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1960,Taiwan-side,lurou_rouzao_core,brand_or_platform_listing,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1950-1978_taiwan_side_popular_food,1960,Taiwan-side,lurou_rouzao_core,brand_or_platform_listing,1,1,0.8695,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1960,Taiwan-side,lurou_rouzao_core,other_discourse,3,3,2.8800000000000003,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1960,Taiwan-side,lurou_rouzao_core,consumer_or_retrospective_web,3,3,2.2800000000000002,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1960,Taiwan-side,lurou_rouzao_core,official_tourism_memory,6,5,4.557599999999999,1.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1960,Taiwan-side,noodle_soup_general,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1960,Taiwan-side,other_food_or_memory,official_event_or_open_data,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1960,Taiwan-side,other_food_or_memory,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1960,Taiwan-side,other_food_or_memory,official_tourism_memory,4,3,3.04,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1960,Taiwan-side,street_snack_xiaochi,consumer_or_retrospective_web,2,2,1.52,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1960,Taiwan-side,taiwanese_cuisine_label,brand_or_platform_listing,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1960,Taiwan-side,tea_drink_breakfast,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1965,Japan,noodle_soup_general,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1965,Japan,taiwanese_cuisine_label,other_discourse,2,2,1.6567,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1965,North America,taiwanese_cuisine_label,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1965,Taiwan-side,lurou_rouzao_core,consumer_or_retrospective_web,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1965,Taiwan-side,lurou_rouzao_core,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1965,Taiwan-side,lurou_rouzao_core,archival_ad_or_news,1,1,1.06,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1965,Taiwan-side,lurou_rouzao_core,official_tourism_memory,1,1,0.6635,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1965,Taiwan-side,lurou_rouzao_core,other_discourse,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1965,Taiwan-side,lurou_rouzao_core,official_tourism_memory,3,3,2.262,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1965,Taiwan-side,lurou_rouzao_core,consumer_or_retrospective_web,5,5,3.1801000000000004,1.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1965,Taiwan-side,lurou_rouzao_core,other_discourse,7,7,5.3938999999999995,1.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1965,Taiwan-side,other_food_or_memory,consumer_or_retrospective_web,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1965,Taiwan-side,other_food_or_memory,official_event_or_open_data,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1965,Taiwan-side,street_snack_xiaochi,official_event_or_open_data,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1965,Taiwan-side,street_snack_xiaochi,official_tourism_memory,2,2,1.3908,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,Japan,taiwanese_cuisine_label,brand_or_platform_listing,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,North America,other_food_or_memory,other_discourse,3,3,2.73,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,North America,taiwan_context_without_target_dish,other_discourse,1,1,0.91,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,Singapore,taiwan_context_without_target_dish,archival_ad_or_news,1,1,1.06,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,Singapore,taiwan_porridge,archival_ad_or_news,2,2,1.8,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,Singapore,taiwanese_cuisine_label,archival_ad_or_news,1,1,1.06,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,Taiwan-side,lurou_rouzao_core,brand_or_platform_listing,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,Taiwan-side,lurou_rouzao_core,brand_or_platform_listing,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,Taiwan-side,lurou_rouzao_core,other_discourse,1,1,0.8135,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,Taiwan-side,lurou_rouzao_core,brand_or_platform_listing,1,1,0.7208,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,Taiwan-side,lurou_rouzao_core,consumer_or_retrospective_web,1,1,0.5708,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,Taiwan-side,lurou_rouzao_core,other_discourse,1,1,0.9725,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1950-1978_taiwan_side_popular_food,1970,Taiwan-side,lurou_rouzao_core,archival_ad_or_news,1,1,0.76,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1950-1978_taiwan_side_popular_food,1970,Taiwan-side,lurou_rouzao_core,brand_or_platform_listing,1,1,0.862,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1950-1978_taiwan_side_popular_food,1970,Taiwan-side,lurou_rouzao_core,other_discourse,1,1,0.91,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,Taiwan-side,lurou_rouzao_core,other_discourse,4,3,3.64,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,Taiwan-side,lurou_rouzao_core,official_tourism_memory,8,7,6.08,1.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,Taiwan-side,other_food_or_memory,consumer_or_retrospective_web,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,Taiwan-side,other_food_or_memory,official_event_or_open_data,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,Taiwan-side,other_food_or_memory,official_tourism_memory,2,2,1.52,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,Taiwan-side,other_food_or_memory,other_discourse,3,2,2.0532,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,Taiwan-side,rice_meal_general,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,Taiwan-side,street_snack_xiaochi,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,Taiwan-side,taiwanese_cuisine_label,official_event_or_open_data,2,2,1.52,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,unknown,taiwan_context_without_target_dish,other_discourse,1,1,0.91,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1970,unknown,taiwan_context_without_target_dish,archival_ad_or_news,3,3,2.8133,0.0,do_not_infer,too sparse for semantic_cube inference
