attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count,novelty_score,avg_text_similarity,novelty_group_size,novelty_group_key,authority_level,authority_weight,authority_reason,analysis_weight,historical_binding_raw,weighted_historical_binding,target_binding_raw,target_control_type,negative_type,_balanced_bin,_binding_raw_for_balance
MERGED_fb52788644dadb,1952,1952-01-01,1946-1987_taiwan_side_formation,橋仔頭黃家肉燥飯,Kaohsiung,Taiwan,Taiwan-side,municipal_tourism,Kaohsiung Travel,https://khh.travel/zh-tw/shop/gourmet/788/,old_shop_origin,1952 Kaohsiung Qiaotou first public market Huang family rouzao rice old taste meat soup champion rouzao rice Taiwanese warm pork,high,Official municipal tourism page states ROC year 41 origin in Qiaotou First Public Market and explicitly names Zhuangyuan rouzao rice and recommended rouzao rice.,TW_KHH_HUANGJIA_1952,probable,Taiwan-side,Kaohsiung Travel says Huang family rouzao rice began in ROC year 41 in Qiaotou First Public Market and continued old-taste meat soup and Zhuangyuan rouzao rice into the third generation.,肉燥飯,高雄橋頭市場小吃,,,https://khh.travel/zh-tw/shop/gourmet/788/,3d9c8b2fc1b58534,TW_KHH_1952_001,1,0.7435,0.2565,3,橋仔頭黃家肉燥飯,secondary,0.7000,official/media curated narrative source,0.7304,1.0000,0.7304,1.0000,target_positive,,1950,1.0000
MERGED_537bbb302e2a05,1952,1952-01-01,1946-1987_taiwan_side_formation,小南碗粿,Tainan,Taiwan,Taiwan-side,official_tourism_profile,台南旅遊網,https://www.twtainan.net/zh-tw/shop/consume/1077/,old_shop_origin|rouzao_kueh_style,1952 Tainan Xiaonan bowl rice cake East Gate Roundabout snack city old shop origin || 1952 Tainan city bowl rice cake rouzao style meat sauce dark soy color Xiaonan,medium,Official tourism page gives exact ROC year 41 founding in the East Gate Roundabout snack cluster. || Official page contrasts Tainan city bowl-rice-cake practice as meat-sauce style and ties Xiaonan to that city tradition.,TW_XIAONAN_BOWLCAKE_1952_ORIGIN,probable,Taiwan-side,Official page says first-generation Zheng Zhenfu opened Xiaonan bowl rice cake in the East Gate Roundabout snack city in ROC year 41. || Official page says Tainan city bowl rice cake was the rouzao style with meat-sauce aroma and soy color and then traces Xiaonan's lineage from that milieu.,碗粿;肉燥,台南東門圓環小吃;台南肉燥粿,,,https://www.twtainan.net/zh-tw/shop/consume/1077/,840f476b7e742693,TW_TN_1952_003;TW_TN_1952_004,2,0.8154,0.1846,2,小南碗粿,secondary,0.7000,official/media curated narrative source,0.7808,1.0000,0.7808,1.0000,target_positive,,1950,1.0000
MERGED_406f632466dfa0,1953,1953-01-01,1946-1987_taiwan_side_formation,江川肉燥飯,Tainan,Taiwan,Taiwan-side,food_media_retrospective,iFoodie repost / local food blog,https://ifoodie.tw/en/post/60b7b416a6272846a04cdde3,old_shop_origin,1953 Tainan Jiangchuan rouzao rice Guohua Street Yongle Market old shop founded ROC year 42 rice-table self-service ancestor,medium,Retrospective food-media source; useful for Tainan rouzao rice city coverage but should be corroborated by local archive or municipal source.,TW_TN_JIANGCHUAN_1953,probable,Taiwan-side,Source says Jiangchuan rouzao rice was founded in ROC year 42 and became an old Tainan food shop near Guohua Street/Yongle Market.,肉燥飯,台南地方小吃,,,https://ifoodie.tw/en/post/60b7b416a6272846a04cdde3,c434c28f6e3a288f,TW_TN_1953_001,1,0.7879,0.2121,2,江川肉燥飯,tertiary,0.4000,blog/review/social retrospective source,0.6115,1.0000,0.6115,1.0000,target_positive,,1950,1.0000
MERGED_00c4a35b800299,1953,1953-01-01,1946-1987_taiwan_side_formation,江川肉燥飯,Tainan,Taiwan,Taiwan-side,food_blog_retrospective,文仔不宅 只是居家,https://wenzai.pixnet.net/blog/posts/7103160920,old_shop_origin_corroboration,1953 Tainan Jiangchuan rouzao rice third generation Yongle Market rice-table meat sauce everyday lunch,medium,Corroborates existing Jiangchuan row with a separate local food source; source describes the shop as a roughly 50-year old local rouzao-rice shop and search result gives ROC year 42 origin.,TW_TN_JIANGCHUAN_1953_WENZAI,probable,Taiwan-side,Source describes Jiangchuan as a long-running Tainan rouzao-rice shop near Guohua Street and Yongle Market with third-generation operation.,肉燥飯,台南飯桌仔,,,https://wenzai.pixnet.net/blog/posts/7103160920,b4704b64081c3cc9,TW_TN_1953_002,1,0.7879,0.2121,2,江川肉燥飯,tertiary,0.4000,blog/review/social retrospective source,0.6115,1.0000,0.6115,1.0000,target_positive,,1950,1.0000
BATCH_U_017,1954,1954-01-01,1946-1987_taiwan_side_formation,阿進切仔麵 blog index hit,Kaohsiung,Taiwan,Taiwan-side,food_blog,ANIKO Foodie,https://anikofoodie.com/,food_history_article,Food-blog index hit states A-Jin chopped noodles was founded in ROC year 43 and includes meat-sauce rice among recommended foods.,low,Search-result level blog evidence; weak source so candidate. Fifty-record top-up batch U; 200-row harvesting round checkpoint 3/4; source/date/brand key screened; not marker-split.,SRC_BATCH_U_017,candidate,Taiwan,Food-blog index hit states A-Jin chopped noodles was founded in ROC year 43 and includes meat-sauce rice among recommended foods.,切仔麵;肉燥飯,高雄;臺灣,unknown,,https://anikofoodie.com/,6ffe9b11e77d6512,BATCH_U_017,1,1.0000,0.0000,1,阿進切仔麵 blog index hit,tertiary,0.4000,blog/review/social retrospective source,0.7600,1.0000,0.7600,1.0000,target_positive,,1950,1.0000
BATCH_R_030,1950,1950-01-01,1946-1987_taiwan_side_formation,六合夜市,Kaohsiung,Taiwan,Taiwan-side,municipal_profile,Kaohsiung Travel night-market guide,https://khh.travel/zh-tw/board-and-lodging/night-market,source_artifact_profile,六合夜市自1950年代開始，如今是高雄夜市代表，街道充斥海港味與傳統小吃。,medium,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_030,probable,Taiwan-side,六合夜市自1950年代開始，如今是高雄夜市代表，街道充斥海港味與傳統小吃。,夜市小吃,Taiwan,,,https://khh.travel/zh-tw/board-and-lodging/night-market,287a90a4f83a834e,BATCH_R_030,1,1.0000,0.0000,1,六合夜市,secondary,0.7000,official/media curated narrative source,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,1950,0.0000
BATCH_T_046,1950,1950-01-01,1946-1987_taiwan_side_formation,七賢鴨肉飯 secondary guide,Kaohsiung,Taiwan,Taiwan-side,public_food_profile,Foodie Teller,https://foodieteller.com/qixian-duck-rice-kaohsiung/,food_history_profile,Secondary guide presents Qixian duck rice as an older Kaohsiung local food memory.,low,Secondary guide and relative history; candidate only. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_046,candidate,Taiwan,Secondary guide presents Qixian duck rice as an older Kaohsiung local food memory.,鴨肉飯;飯,高雄;臺灣,unknown,,https://foodieteller.com/qixian-duck-rice-kaohsiung/,0434f75ce7ba7864,BATCH_T_046,1,1.0000,0.0000,1,七賢鴨肉飯 secondary guide,secondary,0.7000,default secondary classification,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,1950,0.0000
BATCH_R_008,1950,1950-01-01,1946-1987_taiwan_side_formation,七賢鴨肉飯,Kaohsiung,Taiwan,Taiwan-side,public_web_profile,Zanzan Kaohsiung duck-rice guide,https://zanzan.tw/archives/68703,source_artifact_profile,七賢鴨肉飯創立於1950年代，至今超過七十年，是許多老高雄人的記憶座標。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_008,candidate,Taiwan-side,七賢鴨肉飯創立於1950年代，至今超過七十年，是許多老高雄人的記憶座標。,鴨肉飯,Taiwan,,,https://zanzan.tw/archives/68703,6d43b15816b2b495,BATCH_R_008,1,1.0000,0.0000,1,七賢鴨肉飯,primary,1.0000,dated archive/newspaper/registry-like source,1.0600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,1950,0.0000
MERGED_b12ea114c63b1e,1950,1950-01-01,1946-1987_taiwan_side_formation,友誠蝦仁肉圓,Tainan,Taiwan,Taiwan-side,official_tourism_profile,台南旅遊網,https://www.twtainan.net/zh-tw/shop/consume/1076/,market_stall_origin|dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1950 Tainan Youcheng shrimp meatball postwar Kangle Market Sakariba stall origin || 1950 友誠蝦仁肉圓 dated public source event anchors the food sign 蝦仁肉圓;肉燥 台南市場小吃 || 1950 友誠蝦仁肉圓 dish wording binds local food item to Taiwaneseness corpus 蝦仁肉圓;肉燥 台南市場小吃 || 1950 友誠蝦仁肉圓 store service format records circulation context 蝦仁肉圓;肉燥 台南市場小吃 || 1950 友誠蝦仁肉圓 urban memory and place geography support historical binding 蝦仁肉圓;肉燥 台南市場小吃,medium,Official tourism page gives exact ROC year 39 origin and specific early market geography for the family line later represented by Youcheng. || Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,TW_YOUCHENG_1950_ORIGIN,probable,Taiwan-side,Official page says first-generation Su Song first sold shrimp meatballs at Kangle Market Sakariba in postwar ROC year 39. || Youcheng shrimp meatball line began in ROC 39 Kangle Market Sakariba with meat-sauce shrimp meatball craft,蝦仁肉圓;肉燥,台南市場小吃,,,https://www.twtainan.net/zh-tw/shop/consume/1076/,257fd59edb4199f0,TW_TN_1950_001;BULK_O_009_A;BULK_O_009_B;BULK_O_009_C;BULK_O_009_D,5,1.0000,0.0000,1,友誠蝦仁肉圓,secondary,0.7000,official/media curated narrative source,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,1950,0.0000
MERGED_d6e586792540d5,1955,1955-01-01,1946-1987_taiwan_side_formation,55年老店豬血大腸湯,Kaohsiung,Taiwan,Taiwan-side,municipal_tourism,Kaohsiung Travel old taste zone,https://khh.travel/zh-tw/event/news/4784/,side_menu_marker,Kaohsiung 55-year old shop pig blood intestine soup paired with signature rouzao rice large meat chunks balanced fat lean,medium,Approximate year inferred from 55-year label on a 2025-updated municipal page; use as approximate not exact.,TW_KHH_PIGBLOOD_1955,probable,Taiwan-side,Kaohsiung old-taste page recommends large-intestine pig-blood soup paired with signature rouzao rice at a 55-year old shop.,肉燥飯,高雄新興小吃,,,https://khh.travel/zh-tw/event/news/4784/,7d152a9f7e224884,TW_KHH_1955_001,1,1.0000,0.0000,2,55年老店豬血大腸湯,secondary,0.7000,official/media curated narrative source,0.9100,1.0000,0.9100,1.0000,target_positive,,1955,1.0000
BATCH_R_024,1955,1955-01-01,1946-1987_taiwan_side_formation,黃家肉燥飯仁武店,Kaohsiung,Taiwan,Taiwan-side,municipal_profile,Kaohsiung Travel old taste zone,https://khh.travel/zh-tw/event/news/4784/,source_artifact_profile,黃家肉燥飯開業已經有70年，狀元肉燥飯每一塊肉都是純手工切製。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_024,candidate,Taiwan-side,黃家肉燥飯開業已經有70年，狀元肉燥飯每一塊肉都是純手工切製。,肉燥飯,Taiwan,,,https://khh.travel/zh-tw/event/news/4784/,dc9d232b75ae1193,BATCH_R_024,1,1.0000,0.0000,2,黃家肉燥飯仁武店,secondary,0.7000,official/media curated narrative source,0.9100,1.0000,0.9100,1.0000,target_positive,,1955,1.0000
BATCH_V_006,1955,1955-01-01,1946-1987_taiwan_side_formation,黃家肉燥飯仁武店 Kaohsiung old-flavor page,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/4784/,official_old_flavor_profile,Kaohsiung Travel records 黃家肉燥飯仁武店 Kaohsiung old-flavor page with 肉燥飯;飯 in Kaohsiung food context.,medium,Official page but relative age Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_006,candidate,Taiwan,Kaohsiung Travel records 黃家肉燥飯仁武店 Kaohsiung old-flavor page with 肉燥飯;飯 in Kaohsiung food context.,肉燥飯;飯,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/4784/,ebef40fcea37dc83,BATCH_V_006,1,1.0000,0.0000,1,黃家肉燥飯仁武店 Kaohsiung old-flavor page,secondary,0.7000,official/media curated narrative source,0.9100,1.0000,0.9100,1.0000,target_positive,,1955,1.0000
MERGED_490e6dce203064,1955,,1946-1987_taiwan_side_formation,第三代虱目魚丸,Tainan,Taiwan,Taiwan-side,food_blog_retrospective,淋雨一直走,https://linyu.tw/thirdgeneration/,decade_origin_candidate,1950s approximate Tainan Third Generation milkfish balls first generation sold fish-ball soup in ROC 40s with rouzao rice breakfast pairing,medium,Year is midpoint of ROC 40s decade and retained as candidate because the source gives decade not exact founding year.,TW_TN_THIRDGEN_1955,candidate,Taiwan-side,Source says the first generation sold fish-ball soup in the ROC 40s and documents meat-sauce rice as part of the contemporary Tainan breakfast set.,肉燥飯,台南早餐小吃,,,https://linyu.tw/thirdgeneration/,c44fac8dd11fb7b1,TW_TN_1955_001,1,1.0000,0.0000,1,第三代虱目魚丸,tertiary,0.4000,blog/review/social retrospective source,0.7600,1.0000,0.7600,1.0000,target_positive,,1955,1.0000
MERGED_399be1ba747947,1955,1955-01-01,1946-1987_taiwan_side_formation,柳家肉燥飯,Hsinchu,Taiwan,Taiwan-side,platform_food_listing,FonFood,https://www.fonfood.com/store/560552,decade_origin,1950s Hsinchu Chenghuang Temple business district Liujia rouzao rice traditional snack shop,medium,Decade-coded because the source states 1950s rather than a precise year.,TW_LIUJIA_1950S,probable,Taiwan-side,FonFood listing says Liujia rouzao rice was founded in the 1950s in the Hsinchu Chenghuang Temple business district.,肉燥飯,新竹城隍廟小吃,,,https://www.fonfood.com/store/560552,9e3d134feb3fd7c8,TW_1955_001,1,1.0000,0.0000,1,柳家肉燥飯,secondary,0.7000,default secondary classification,0.9100,1.0000,0.9100,1.0000,target_positive,,1955,1.0000
MERGED_e98c6c92494e43,1956,1956-01-01,1946-1987_taiwan_side_formation,吳家豬血湯,Kaohsiung,Taiwan,Taiwan-side,food_media_listing,TVBS 食尚玩家,https://supertaste.tvbs.com.tw/infocard/9853,old_shop_menu_ecology,1956 Kaohsiung Gushan Wu family pig-blood soup founded ROC year 45 menu rice cake rouzao rice fried noodles fish soup,medium,Food-media listing states the shop was founded in ROC year 45 and its menu includes rouzao rice; useful for Kaohsiung breakfast/market ecology rather than a specialist rouzao-rice origin.,TW_KHH_WUJIA_1956,probable,Taiwan-side,TVBS listing says Wu family pig-blood soup in Gushan was founded in ROC year 45 and lists rice cake rouzao rice fried noodles and soup dishes.,肉燥飯,高雄鼓山市場小吃,,,https://supertaste.tvbs.com.tw/infocard/9853,8784005ad743ece6,TW_KHH_1956_001,1,0.3077,0.6923,2,吳家豬血湯,secondary,0.7000,official/media curated narrative source,0.4254,1.0000,0.4254,1.0000,target_positive,,1955,1.0000
MERGED_5d80cbc18bbf93,1956,1956-01-01,1946-1987_taiwan_side_formation,水仙宮粽葉米糕,Tainan,Taiwan,Taiwan-side,food_media_listing,TaiwanFoodie,https://taiwanfoodie.org/restaurants/shuixian_zongye_rice_cake/,old_shop_menu_ecology,1956 Tainan Shuixian temple rice cake founded ROC year 45 third generation braised rouzao bamboo-tube rice cake menu rouzao rice,medium,Food-media/restaurant listing gives ROC year 45 founding and describes hand-braised rouzao plus menu references to rouzao rice; retain as probable until corroborated by local cultural archive.,TW_TN_SHUIXIAN_1956,probable,Taiwan-side,TaiwanFoodie says Shuixian Temple zongye rice cake was founded in ROC year 45 and still hand-fries and braises rouzao; the listing also includes rouzao rice in menu/commentary text.,肉燥飯,台南水仙宮小吃,,,https://taiwanfoodie.org/restaurants/shuixian_zongye_rice_cake/,6e86c874ec3801d1,TW_TN_1956_001,1,1.0000,0.0000,1,水仙宮粽葉米糕,secondary,0.7000,official/media curated narrative source,0.9100,1.0000,0.9100,1.0000,target_positive,,1955,1.0000
