keyword,from_date,to_date,url,status,result_count,valid_attestations,attestation_id,notes
Taiwanese restaurant,1976-01-01,1976-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+restaurant&fromdate=1976-01-01&todate=1976-12-31,pending,,,,
Taiwanese restaurant,1977-01-01,1977-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+restaurant&fromdate=1977-01-01&todate=1977-12-31,pending,,,,
Taiwanese restaurant,1978-01-01,1978-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+restaurant&fromdate=1978-01-01&todate=1978-12-31,pending,,,,
Taiwanese restaurant,1979-01-01,1979-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+restaurant&fromdate=1979-01-01&todate=1979-12-31,pending,,,,
Taiwanese restaurant,1980-01-01,1980-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+restaurant&fromdate=1980-01-01&todate=1980-12-31,pending,,,,
Taiwanese restaurant,1981-01-01,1981-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+restaurant&fromdate=1981-01-01&todate=1981-12-31,pending,,,,
Taiwanese restaurant,1982-01-01,1982-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+restaurant&fromdate=1982-01-01&todate=1982-12-31,pending,,,,
Taiwanese restaurant,1983-01-01,1983-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+restaurant&fromdate=1983-01-01&todate=1983-12-31,pending,,,,
Taiwanese restaurant,1984-01-01,1984-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+restaurant&fromdate=1984-01-01&todate=1984-12-31,pending,,,,
Taiwanese restaurant,1985-01-01,1985-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+restaurant&fromdate=1985-01-01&todate=1985-12-31,pending,,,,
Taiwanese restaurant,1986-01-01,1986-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+restaurant&fromdate=1986-01-01&todate=1986-12-31,pending,,,,
Taiwanese restaurant,1987-01-01,1987-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+restaurant&fromdate=1987-01-01&todate=1987-12-31,pending,,,,
Taiwanese food,1975-01-01,1975-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+food&fromdate=1975-01-01&todate=1975-12-31,pending,,,,
Taiwanese food,1976-01-01,1976-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+food&fromdate=1976-01-01&todate=1976-12-31,pending,,,,
Taiwanese food,1977-01-01,1977-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+food&fromdate=1977-01-01&todate=1977-12-31,pending,,,,
Taiwanese food,1978-01-01,1978-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+food&fromdate=1978-01-01&todate=1978-12-31,pending,,,,
Taiwanese food,1979-01-01,1979-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+food&fromdate=1979-01-01&todate=1979-12-31,pending,,,,
Taiwanese food,1980-01-01,1980-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+food&fromdate=1980-01-01&todate=1980-12-31,pending,,,,
Taiwanese food,1981-01-01,1981-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+food&fromdate=1981-01-01&todate=1981-12-31,pending,,,,
Taiwanese food,1982-01-01,1982-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+food&fromdate=1982-01-01&todate=1982-12-31,pending,,,,
Taiwanese food,1983-01-01,1983-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+food&fromdate=1983-01-01&todate=1983-12-31,pending,,,,
Taiwanese food,1984-01-01,1984-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+food&fromdate=1984-01-01&todate=1984-12-31,pending,,,,
Taiwanese food,1985-01-01,1985-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+food&fromdate=1985-01-01&todate=1985-12-31,pending,,,,
Taiwanese food,1986-01-01,1986-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+food&fromdate=1986-01-01&todate=1986-12-31,pending,,,,
Taiwanese food,1987-01-01,1987-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+food&fromdate=1987-01-01&todate=1987-12-31,pending,,,,
Taiwanese snack,1975-01-01,1975-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+snack&fromdate=1975-01-01&todate=1975-12-31,pending,,,,
Taiwanese snack,1976-01-01,1976-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+snack&fromdate=1976-01-01&todate=1976-12-31,pending,,,,
Taiwanese snack,1977-01-01,1977-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+snack&fromdate=1977-01-01&todate=1977-12-31,pending,,,,
Taiwanese snack,1978-01-01,1978-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+snack&fromdate=1978-01-01&todate=1978-12-31,pending,,,,
Taiwanese snack,1979-01-01,1979-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+snack&fromdate=1979-01-01&todate=1979-12-31,pending,,,,
Taiwanese snack,1980-01-01,1980-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+snack&fromdate=1980-01-01&todate=1980-12-31,pending,,,,
Taiwanese snack,1981-01-01,1981-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+snack&fromdate=1981-01-01&todate=1981-12-31,pending,,,,
Taiwanese snack,1982-01-01,1982-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+snack&fromdate=1982-01-01&todate=1982-12-31,pending,,,,
Taiwanese snack,1983-01-01,1983-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+snack&fromdate=1983-01-01&todate=1983-12-31,pending,,,,
Taiwanese snack,1984-01-01,1984-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+snack&fromdate=1984-01-01&todate=1984-12-31,pending,,,,
Taiwanese snack,1985-01-01,1985-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+snack&fromdate=1985-01-01&todate=1985-12-31,pending,,,,
Taiwanese snack,1986-01-01,1986-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+snack&fromdate=1986-01-01&todate=1986-12-31,pending,,,,
Taiwanese snack,1987-01-01,1987-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+snack&fromdate=1987-01-01&todate=1987-12-31,pending,,,,
Formosa restaurant,1975-01-01,1975-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Formosa+restaurant&fromdate=1975-01-01&todate=1975-12-31,pending,,,,
Formosa restaurant,1976-01-01,1976-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Formosa+restaurant&fromdate=1976-01-01&todate=1976-12-31,pending,,,,
Formosa restaurant,1977-01-01,1977-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Formosa+restaurant&fromdate=1977-01-01&todate=1977-12-31,pending,,,,
Formosa restaurant,1978-01-01,1978-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Formosa+restaurant&fromdate=1978-01-01&todate=1978-12-31,pending,,,,
Formosa restaurant,1979-01-01,1979-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Formosa+restaurant&fromdate=1979-01-01&todate=1979-12-31,pending,,,,
Formosa restaurant,1980-01-01,1980-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Formosa+restaurant&fromdate=1980-01-01&todate=1980-12-31,pending,,,,
Formosa restaurant,1981-01-01,1981-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Formosa+restaurant&fromdate=1981-01-01&todate=1981-12-31,pending,,,,
Formosa restaurant,1982-01-01,1982-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Formosa+restaurant&fromdate=1982-01-01&todate=1982-12-31,pending,,,,
Formosa restaurant,1983-01-01,1983-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Formosa+restaurant&fromdate=1983-01-01&todate=1983-12-31,pending,,,,
Formosa restaurant,1984-01-01,1984-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Formosa+restaurant&fromdate=1984-01-01&todate=1984-12-31,pending,,,,
Formosa restaurant,1985-01-01,1985-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Formosa+restaurant&fromdate=1985-01-01&todate=1985-12-31,pending,,,,
Formosa restaurant,1986-01-01,1986-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Formosa+restaurant&fromdate=1986-01-01&todate=1986-12-31,pending,,,,
Formosa restaurant,1987-01-01,1987-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Formosa+restaurant&fromdate=1987-01-01&todate=1987-12-31,pending,,,,
Taipei restaurant Singapore,1975-01-01,1975-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taipei+restaurant+Singapore&fromdate=1975-01-01&todate=1975-12-31,pending,,,,
Taipei restaurant Singapore,1976-01-01,1976-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taipei+restaurant+Singapore&fromdate=1976-01-01&todate=1976-12-31,pending,,,,
Taipei restaurant Singapore,1977-01-01,1977-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taipei+restaurant+Singapore&fromdate=1977-01-01&todate=1977-12-31,pending,,,,
Taipei restaurant Singapore,1978-01-01,1978-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taipei+restaurant+Singapore&fromdate=1978-01-01&todate=1978-12-31,pending,,,,
Taipei restaurant Singapore,1979-01-01,1979-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taipei+restaurant+Singapore&fromdate=1979-01-01&todate=1979-12-31,pending,,,,
Taipei restaurant Singapore,1980-01-01,1980-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taipei+restaurant+Singapore&fromdate=1980-01-01&todate=1980-12-31,pending,,,,
Taipei restaurant Singapore,1981-01-01,1981-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taipei+restaurant+Singapore&fromdate=1981-01-01&todate=1981-12-31,pending,,,,
Taipei restaurant Singapore,1982-01-01,1982-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taipei+restaurant+Singapore&fromdate=1982-01-01&todate=1982-12-31,pending,,,,
Taipei restaurant Singapore,1983-01-01,1983-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taipei+restaurant+Singapore&fromdate=1983-01-01&todate=1983-12-31,pending,,,,
Taipei restaurant Singapore,1984-01-01,1984-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taipei+restaurant+Singapore&fromdate=1984-01-01&todate=1984-12-31,pending,,,,
Taipei restaurant Singapore,1985-01-01,1985-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taipei+restaurant+Singapore&fromdate=1985-01-01&todate=1985-12-31,pending,,,,
Taipei restaurant Singapore,1986-01-01,1986-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taipei+restaurant+Singapore&fromdate=1986-01-01&todate=1986-12-31,pending,,,,
Taipei restaurant Singapore,1987-01-01,1987-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taipei+restaurant+Singapore&fromdate=1987-01-01&todate=1987-12-31,pending,,,,
lu rou fan,1975-01-01,1975-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=lu+rou+fan&fromdate=1975-01-01&todate=1975-12-31,pending,,,,
lu rou fan,1976-01-01,1976-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=lu+rou+fan&fromdate=1976-01-01&todate=1976-12-31,pending,,,,
lu rou fan,1977-01-01,1977-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=lu+rou+fan&fromdate=1977-01-01&todate=1977-12-31,pending,,,,
lu rou fan,1978-01-01,1978-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=lu+rou+fan&fromdate=1978-01-01&todate=1978-12-31,pending,,,,
lu rou fan,1979-01-01,1979-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=lu+rou+fan&fromdate=1979-01-01&todate=1979-12-31,pending,,,,
lu rou fan,1980-01-01,1980-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=lu+rou+fan&fromdate=1980-01-01&todate=1980-12-31,pending,,,,
lu rou fan,1981-01-01,1981-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=lu+rou+fan&fromdate=1981-01-01&todate=1981-12-31,pending,,,,
lu rou fan,1982-01-01,1982-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=lu+rou+fan&fromdate=1982-01-01&todate=1982-12-31,pending,,,,
lu rou fan,1983-01-01,1983-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=lu+rou+fan&fromdate=1983-01-01&todate=1983-12-31,pending,,,,
lu rou fan,1984-01-01,1984-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=lu+rou+fan&fromdate=1984-01-01&todate=1984-12-31,pending,,,,
lu rou fan,1985-01-01,1985-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=lu+rou+fan&fromdate=1985-01-01&todate=1985-12-31,pending,,,,
lu rou fan,1986-01-01,1986-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=lu+rou+fan&fromdate=1986-01-01&todate=1986-12-31,pending,,,,
lu rou fan,1987-01-01,1987-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=lu+rou+fan&fromdate=1987-01-01&todate=1987-12-31,pending,,,,
braised pork rice Taiwan,1975-01-01,1975-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=braised+pork+rice+Taiwan&fromdate=1975-01-01&todate=1975-12-31,pending,,,,
braised pork rice Taiwan,1976-01-01,1976-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=braised+pork+rice+Taiwan&fromdate=1976-01-01&todate=1976-12-31,pending,,,,
braised pork rice Taiwan,1977-01-01,1977-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=braised+pork+rice+Taiwan&fromdate=1977-01-01&todate=1977-12-31,pending,,,,
braised pork rice Taiwan,1978-01-01,1978-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=braised+pork+rice+Taiwan&fromdate=1978-01-01&todate=1978-12-31,pending,,,,
braised pork rice Taiwan,1979-01-01,1979-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=braised+pork+rice+Taiwan&fromdate=1979-01-01&todate=1979-12-31,pending,,,,
braised pork rice Taiwan,1980-01-01,1980-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=braised+pork+rice+Taiwan&fromdate=1980-01-01&todate=1980-12-31,pending,,,,
braised pork rice Taiwan,1981-01-01,1981-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=braised+pork+rice+Taiwan&fromdate=1981-01-01&todate=1981-12-31,pending,,,,
braised pork rice Taiwan,1982-01-01,1982-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=braised+pork+rice+Taiwan&fromdate=1982-01-01&todate=1982-12-31,pending,,,,
braised pork rice Taiwan,1983-01-01,1983-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=braised+pork+rice+Taiwan&fromdate=1983-01-01&todate=1983-12-31,pending,,,,
braised pork rice Taiwan,1984-01-01,1984-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=braised+pork+rice+Taiwan&fromdate=1984-01-01&todate=1984-12-31,pending,,,,
braised pork rice Taiwan,1985-01-01,1985-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=braised+pork+rice+Taiwan&fromdate=1985-01-01&todate=1985-12-31,pending,,,,
braised pork rice Taiwan,1986-01-01,1986-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=braised+pork+rice+Taiwan&fromdate=1986-01-01&todate=1986-12-31,pending,,,,
braised pork rice Taiwan,1987-01-01,1987-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=braised+pork+rice+Taiwan&fromdate=1987-01-01&todate=1987-12-31,pending,,,,
Taiwan cuisine,1975-01-01,1975-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+cuisine&fromdate=1975-01-01&todate=1975-12-31,pending,,,,
Taiwan cuisine,1976-01-01,1976-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+cuisine&fromdate=1976-01-01&todate=1976-12-31,pending,,,,
Taiwan cuisine,1977-01-01,1977-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+cuisine&fromdate=1977-01-01&todate=1977-12-31,pending,,,,
Taiwan cuisine,1978-01-01,1978-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+cuisine&fromdate=1978-01-01&todate=1978-12-31,pending,,,,
Taiwan cuisine,1979-01-01,1979-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+cuisine&fromdate=1979-01-01&todate=1979-12-31,pending,,,,
Taiwan cuisine,1980-01-01,1980-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+cuisine&fromdate=1980-01-01&todate=1980-12-31,pending,,,,
Taiwan cuisine,1981-01-01,1981-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+cuisine&fromdate=1981-01-01&todate=1981-12-31,pending,,,,
Taiwan cuisine,1982-01-01,1982-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+cuisine&fromdate=1982-01-01&todate=1982-12-31,pending,,,,
Taiwan cuisine,1983-01-01,1983-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+cuisine&fromdate=1983-01-01&todate=1983-12-31,pending,,,,
Taiwan cuisine,1984-01-01,1984-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+cuisine&fromdate=1984-01-01&todate=1984-12-31,pending,,,,
Taiwan cuisine,1985-01-01,1985-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+cuisine&fromdate=1985-01-01&todate=1985-12-31,pending,,,,
Taiwan cuisine,1986-01-01,1986-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+cuisine&fromdate=1986-01-01&todate=1986-12-31,pending,,,,
Taiwan cuisine,1987-01-01,1987-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+cuisine&fromdate=1987-01-01&todate=1987-12-31,pending,,,,
Taiwan food fair,1975-01-01,1975-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+food+fair&fromdate=1975-01-01&todate=1975-12-31,pending,,,,
Taiwan food fair,1976-01-01,1976-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+food+fair&fromdate=1976-01-01&todate=1976-12-31,pending,,,,
Taiwan food fair,1977-01-01,1977-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+food+fair&fromdate=1977-01-01&todate=1977-12-31,pending,,,,
Taiwan food fair,1978-01-01,1978-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+food+fair&fromdate=1978-01-01&todate=1978-12-31,pending,,,,
Taiwan food fair,1979-01-01,1979-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+food+fair&fromdate=1979-01-01&todate=1979-12-31,pending,,,,
Taiwan food fair,1980-01-01,1980-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+food+fair&fromdate=1980-01-01&todate=1980-12-31,pending,,,,
Taiwan food fair,1981-01-01,1981-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+food+fair&fromdate=1981-01-01&todate=1981-12-31,pending,,,,
Taiwan food fair,1982-01-01,1982-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+food+fair&fromdate=1982-01-01&todate=1982-12-31,pending,,,,
Taiwan food fair,1983-01-01,1983-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+food+fair&fromdate=1983-01-01&todate=1983-12-31,pending,,,,
Taiwan food fair,1984-01-01,1984-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+food+fair&fromdate=1984-01-01&todate=1984-12-31,pending,,,,
Taiwan food fair,1985-01-01,1985-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+food+fair&fromdate=1985-01-01&todate=1985-12-31,pending,,,,
Taiwan food fair,1986-01-01,1986-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+food+fair&fromdate=1986-01-01&todate=1986-12-31,pending,,,,
Taiwan food fair,1987-01-01,1987-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwan+food+fair&fromdate=1987-01-01&todate=1987-12-31,pending,,,,
Taiwanese buffet,1975-01-01,1975-12-31,https://eresources.nlb.gov.sg/newspapers/NewspaperSearch?searchType=advanced&keyword=Taiwanese+buffet&fromdate=1975-01-01&todate=1975-12-31,pending,,,,
