search_id,source_id,query_terms,date_start,date_end,filters,result_count,earliest_hit_date,latest_hit_date,sample_hit_ids,search_url_or_command,notes
MANUAL_000048,UDNData,滷肉飯,1951-01-01,1951-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19510101&to=19511231,manual restricted-archive search queue
MANUAL_000049,UDNData,滷肉飯,1952-01-01,1952-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19520101&to=19521231,manual restricted-archive search queue
MANUAL_000050,UDNData,滷肉飯,1953-01-01,1953-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19530101&to=19531231,manual restricted-archive search queue
MANUAL_000051,UDNData,滷肉飯,1954-01-01,1954-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19540101&to=19541231,manual restricted-archive search queue
MANUAL_000052,UDNData,滷肉飯,1955-01-01,1955-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19550101&to=19551231,manual restricted-archive search queue
MANUAL_000053,UDNData,滷肉飯,1956-01-01,1956-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19560101&to=19561231,manual restricted-archive search queue
MANUAL_000054,UDNData,滷肉飯,1957-01-01,1957-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19570101&to=19571231,manual restricted-archive search queue
MANUAL_000055,UDNData,滷肉飯,1958-01-01,1958-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19580101&to=19581231,manual restricted-archive search queue
MANUAL_000056,UDNData,滷肉飯,1959-01-01,1959-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19590101&to=19591231,manual restricted-archive search queue
MANUAL_000057,UDNData,滷肉飯,1960-01-01,1960-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19600101&to=19601231,manual restricted-archive search queue
MANUAL_000058,UDNData,滷肉飯,1961-01-01,1961-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19610101&to=19611231,manual restricted-archive search queue
MANUAL_000059,UDNData,滷肉飯,1962-01-01,1962-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19620101&to=19621231,manual restricted-archive search queue
MANUAL_000060,UDNData,滷肉飯,1963-01-01,1963-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19630101&to=19631231,manual restricted-archive search queue
MANUAL_000061,UDNData,滷肉飯,1964-01-01,1964-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19640101&to=19641231,manual restricted-archive search queue
MANUAL_000062,UDNData,滷肉飯,1965-01-01,1965-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19650101&to=19651231,manual restricted-archive search queue
MANUAL_000063,UDNData,滷肉飯,1966-01-01,1966-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19660101&to=19661231,manual restricted-archive search queue
MANUAL_000064,UDNData,滷肉飯,1967-01-01,1967-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19670101&to=19671231,manual restricted-archive search queue
MANUAL_000065,UDNData,滷肉飯,1968-01-01,1968-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19680101&to=19681231,manual restricted-archive search queue
MANUAL_000066,UDNData,滷肉飯,1969-01-01,1969-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19690101&to=19691231,manual restricted-archive search queue
MANUAL_000067,UDNData,滷肉飯,1970-01-01,1970-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19700101&to=19701231,manual restricted-archive search queue
MANUAL_000068,UDNData,滷肉飯,1971-01-01,1971-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19710101&to=19711231,manual restricted-archive search queue
MANUAL_000069,UDNData,滷肉飯,1972-01-01,1972-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19720101&to=19721231,manual restricted-archive search queue
MANUAL_000070,UDNData,滷肉飯,1973-01-01,1973-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19730101&to=19731231,manual restricted-archive search queue
MANUAL_000071,UDNData,滷肉飯,1974-01-01,1974-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19740101&to=19741231,manual restricted-archive search queue
MANUAL_000072,UDNData,滷肉飯,1975-01-01,1975-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19750101&to=19751231,manual restricted-archive search queue
MANUAL_000073,UDNData,滷肉飯,1976-01-01,1976-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19760101&to=19761231,manual restricted-archive search queue
MANUAL_000074,UDNData,滷肉飯,1977-01-01,1977-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19770101&to=19771231,manual restricted-archive search queue
MANUAL_000075,UDNData,滷肉飯,1978-01-01,1978-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19780101&to=19781231,manual restricted-archive search queue
MANUAL_000076,UDNData,滷肉飯,1979-01-01,1979-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19790101&to=19791231,manual restricted-archive search queue
MANUAL_000077,UDNData,滷肉飯,1980-01-01,1980-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19800101&to=19801231,manual restricted-archive search queue
MANUAL_000078,UDNData,滷肉飯,1981-01-01,1981-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19810101&to=19811231,manual restricted-archive search queue
MANUAL_000079,UDNData,滷肉飯,1982-01-01,1982-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19820101&to=19821231,manual restricted-archive search queue
MANUAL_000080,UDNData,滷肉飯,1983-01-01,1983-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19830101&to=19831231,manual restricted-archive search queue
MANUAL_000081,UDNData,滷肉飯,1984-01-01,1984-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19840101&to=19841231,manual restricted-archive search queue
MANUAL_000082,UDNData,滷肉飯,1985-01-01,1985-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19850101&to=19851231,manual restricted-archive search queue
MANUAL_000083,UDNData,滷肉飯,1986-01-01,1986-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19860101&to=19861231,manual restricted-archive search queue
MANUAL_000084,UDNData,滷肉飯,1987-01-01,1987-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E6%BB%B7%E8%82%89%E9%A3%AF&from=19870101&to=19871231,manual restricted-archive search queue
MANUAL_000085,UDNData,肉燥飯,1946-01-01,1946-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19460101&to=19461231,manual restricted-archive search queue
MANUAL_000086,UDNData,肉燥飯,1947-01-01,1947-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19470101&to=19471231,manual restricted-archive search queue
MANUAL_000087,UDNData,肉燥飯,1948-01-01,1948-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19480101&to=19481231,manual restricted-archive search queue
MANUAL_000088,UDNData,肉燥飯,1949-01-01,1949-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19490101&to=19491231,manual restricted-archive search queue
MANUAL_000089,UDNData,肉燥飯,1950-01-01,1950-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19500101&to=19501231,manual restricted-archive search queue
MANUAL_000090,UDNData,肉燥飯,1951-01-01,1951-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19510101&to=19511231,manual restricted-archive search queue
MANUAL_000091,UDNData,肉燥飯,1952-01-01,1952-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19520101&to=19521231,manual restricted-archive search queue
MANUAL_000092,UDNData,肉燥飯,1953-01-01,1953-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19530101&to=19531231,manual restricted-archive search queue
MANUAL_000093,UDNData,肉燥飯,1954-01-01,1954-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19540101&to=19541231,manual restricted-archive search queue
MANUAL_000094,UDNData,肉燥飯,1955-01-01,1955-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19550101&to=19551231,manual restricted-archive search queue
MANUAL_000095,UDNData,肉燥飯,1956-01-01,1956-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19560101&to=19561231,manual restricted-archive search queue
MANUAL_000096,UDNData,肉燥飯,1957-01-01,1957-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19570101&to=19571231,manual restricted-archive search queue
MANUAL_000097,UDNData,肉燥飯,1958-01-01,1958-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19580101&to=19581231,manual restricted-archive search queue
MANUAL_000098,UDNData,肉燥飯,1959-01-01,1959-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19590101&to=19591231,manual restricted-archive search queue
MANUAL_000099,UDNData,肉燥飯,1960-01-01,1960-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19600101&to=19601231,manual restricted-archive search queue
MANUAL_000100,UDNData,肉燥飯,1961-01-01,1961-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19610101&to=19611231,manual restricted-archive search queue
MANUAL_000101,UDNData,肉燥飯,1962-01-01,1962-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19620101&to=19621231,manual restricted-archive search queue
MANUAL_000102,UDNData,肉燥飯,1963-01-01,1963-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19630101&to=19631231,manual restricted-archive search queue
MANUAL_000103,UDNData,肉燥飯,1964-01-01,1964-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19640101&to=19641231,manual restricted-archive search queue
MANUAL_000104,UDNData,肉燥飯,1965-01-01,1965-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%82%89%E7%87%A5%E9%A3%AF&from=19650101&to=19651231,manual restricted-archive search queue
