attestation_id,year,period,corridor,source_type,source_name,authority_level,brand_or_category,dish_marker,taiwan_marker,semantic_family,discourse_frame,analysis_weight,weighted_historical_binding,outlier_reason,source_ref,original_text
MERGED_a385705c9f2112,1976,1946-1987_taiwan_side_formation,unknown,newspaper_archive,NewspaperSG / The Straits Times,primary,Taiwan Porridge Restaurant,,Taiwan porridge,taiwan_context_without_target_dish,archival_ad_or_news,0.8388,0.0,taiwan_context_without_target_dish,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19760410-1,Advertisement references Taiwan Porridge Rest.
MERGED_8d6c68331b77c6,2009,2002-2013_taiwan_capital_gateway,North China,official_brand_timeline,鬍鬚張,secondary,鬍鬚張魯肉飯,,,lurou_rouzao_core,brand_or_platform_listing,0.8448,0.0,no_binding_control,https://shop.fmsc.com.tw/pages/about-us,
MERGED_185697f43b0218,2000,1988-2001_cross_strait_mobility,Taiwan-side,official_brand_timeline,鬍鬚張,secondary,鬍鬚張魯肉飯,,,lurou_rouzao_core,brand_or_platform_listing,0.8494,0.0,no_binding_control,https://shop.fmsc.com.tw/pages/about-us,
MERGED_7128a09bc05615,2007,2002-2013_taiwan_capital_gateway,Taiwan-side,official_brand_timeline,鬍鬚張,secondary,鬍鬚張魯肉飯,,,lurou_rouzao_core,brand_or_platform_listing,0.8525,0.0,no_binding_control,https://shop.fmsc.com.tw/pages/about-us,
MERGED_239bef66cf7ba8,1971,1950-1978_taiwan_side_popular_food,Taiwan-side,official_brand_timeline,鬍鬚張,secondary,鬍鬚張魯肉飯,,,lurou_rouzao_core,brand_or_platform_listing,0.862,0.0,no_binding_control,https://shop.fmsc.com.tw/pages/about-us,
MERGED_28267deb61c2cc,1975,1946-1987_taiwan_side_formation,unknown,newspaper_archive,NewspaperSG / The Straits Times,primary,Taiwan Porridge Restaurant,,Taiwan porridge,taiwan_context_without_target_dish,archival_ad_or_news,0.8625,0.0,taiwan_context_without_target_dish,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19750419-1,Advertisement references Taiwan Porridge Rest in entertainment/restaurant cluster.
MERGED_672c2291c0d770,1972,1946-1987_taiwan_side_formation,unknown,newspaper_archive,NewspaperSG / The Straits Times,primary,Taiwan Porridge Restaurant,,Taiwan porridge,taiwan_context_without_target_dish,archival_ad_or_news,0.8686,0.0,taiwan_context_without_target_dish,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19720926-1,Advertisement for Taiwan Porridge Restaurant at Oasis Theatre Restaurant.
MERGED_33b04c3a044b00,2002,2002-2013_taiwan_capital_gateway,Yangtze River Delta,media_report,TVBS,secondary,一茶一坐,,,tea_drink_breakfast,other_discourse,0.8688,0.0,no_binding_control,https://news.tvbs.com.tw/world/327709,
MERGED_6c16dfcb31e6df,2002,2002-2013_taiwan_capital_gateway,Yangtze River Delta,media_report,CCTV Taiwan Channel,secondary,一茶一坐,,,tea_drink_breakfast,other_discourse,0.8688,0.0,no_binding_control,https://www.cctv.com/taiwan/20030404/100182.shtml,
MERGED_fd703d082127cf,1960,1950-1978_taiwan_side_popular_food,Taiwan-side,official_brand_timeline,鬍鬚張,secondary,鬍鬚張魯肉飯,,,lurou_rouzao_core,brand_or_platform_listing,0.8695,0.0,no_binding_control,https://shop.fmsc.com.tw/pages/about-us,
MERGED_688c31bc539be3,1947,1946-1987_taiwan_side_formation,Japan,official_merchant_directory,新宿ルーペ / 新宿区商店会連合会,secondary,山珍居,,台湾料理,taiwan_context_without_target_dish,other_discourse,0.8705,0.0,taiwan_context_without_target_dish,https://shinjuku-loupe.info/p/member/704,Official merchant page says the shop opened in Showa 22 using the name Taiwan cuisine for the first time in Japan and has continued serving traditional Taiwan flavors.
MERGED_f462e3b4619a77,1972,1946-1987_taiwan_side_formation,unknown,newspaper_archive,NewspaperSG / The Straits Times,primary,Taiwan Porridge Restaurant,,Taiwan porridge,taiwan_context_without_target_dish,archival_ad_or_news,0.8847,0.0,taiwan_context_without_target_dish,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19721024-1,Advertisement says come and taste fine food at Taiwan Porridge Restaurant.
MERGED_9bf7c9d08a1eab,1982,1946-1987_taiwan_side_formation,unknown,newspaper_archive,NewspaperSG / The Straits Times,primary,Taiwan Porridge,,Taiwan porridge,taiwan_context_without_target_dish,archival_ad_or_news,0.8944,0.0,taiwan_context_without_target_dish,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820923-1,Goodwood Park Hotel advertisement for authentic Taiwan porridge.
MERGED_1ec7109f1349f5,1970,1946-1987_taiwan_side_formation,unknown,academic_secondary,Taipei Medical University publication record,secondary,Taiwanese cuisine in Flushing,,Taiwanese cuisine,taiwan_context_without_target_dish,other_discourse,0.91,0.0,taiwan_context_without_target_dish,https://hub.tmu.edu.tw/en/publications/when-little-island-cuisine-encountered-chinese-food-the-evolution-2/,Publication record identifies a study on the evolution of Taiwanese cuisine in New York City's Flushing neighborhood from 1970 to present.
MERGED_e65aebe2392b49,1970,1950-1978_taiwan_side_popular_food,Taiwan-side,food_history_article,FoodNEXT,secondary,阿義魯肉飯,,,lurou_rouzao_core,other_discourse,0.91,0.0,no_binding_control,https://www.foodnext.net/life/culture/paper/5739466759,
MERGED_9d734363991dfb,1974,1946-1987_taiwan_side_formation,North America,book_secondary,From Canton Restaurant to Panda Express / web text,secondary,Peng Garden / Peng Yuan,,Taiwan immigrant restaurant operator,taiwan_context_without_target_dish,other_discourse,0.91,0.0,taiwan_context_without_target_dish,https://dokumen.pub/from-canton-restaurant-to-panda-express-a-history-of-chinese-food-in-the-united-states-9780813574776.html,Book text says Chef Peng arrived in New York in 1974 and locates Taiwan-linked entrepreneurs in the 1970s Hunan restaurant boom.
MERGED_3bd79dfa5c887b,1975,1946-1987_taiwan_side_formation,unknown,food_history_secondary,NYFoodStory,secondary,Taiwanese immigrant Chinese restaurants,,Taiwanese immigrant,taiwan_context_without_target_dish,other_discourse,0.91,0.0,taiwan_context_without_target_dish,https://www.nyfoodstory.com/articles/taiwanese-immigrants-spark-a-golden-age-for-chinese-food/,"Food-history source discusses Taiwanese immigrants and a golden age for Chinese food, but primary restaurant records are needed."
MERGED_9f88ea884ca348,1977,1946-1987_taiwan_side_formation,North America,book_secondary,From Canton Restaurant to Panda Express / web text,secondary,Peng Garden Restaurant,,Taiwan migrant social field,taiwan_context_without_target_dish,consumer_or_retrospective_web,0.91,0.0,taiwan_context_without_target_dish,https://dokumen.pub/from-canton-restaurant-to-panda-express-a-history-of-chinese-food-in-the-united-states-9780813574776.html,Book text notes Peng Garden Restaurant in New York and an alleged 1977 Taiwan-student social connection.
MERGED_ff5d8e45fbb695,1978,1946-1987_taiwan_side_formation,North America,academic_publication_record,Taipei Medical University,secondary,Taiwanese restaurants in Flushing,,Taiwanese cuisine,taiwan_context_without_target_dish,other_discourse,0.91,0.0,taiwan_context_without_target_dish,https://hub.tmu.edu.tw/en/publications/when-little-island-cuisine-encountered-chinese-food-the-evolution-2/,Publication record identifies a chapter on Taiwanese cuisine in Flushing from 1970 to present.
MERGED_e4943d837e4dab,1980,1946-1987_taiwan_side_formation,unknown,official_company_profile,老李グループ・ジャパン,secondary,老李グループ,,台湾料理,taiwan_context_without_target_dish,other_discourse,0.91,0.0,taiwan_context_without_target_dish,https://www.laolee.jp/company_profile/,Company profile gives founding as Showa 55 / 1980 and identifies the company as a Taiwanese cuisine restaurant group.
MERGED_e40e5c2d31e36e,1981,1946-1987_taiwan_side_formation,unknown,local_business_media,シブヤ経済新聞,secondary,龍の髭,,台湾料理,taiwan_context_without_target_dish,other_discourse,0.91,0.0,taiwan_context_without_target_dish,https://www.shibukei.com/headline/10013/,Source says Shibuya Taiwanese restaurant 龍の髭 opened in 1981 and had a Taiwanese food-stall predecessor.
MERGED_b52b6195abd754,1985,1946-1987_taiwan_side_formation,North America,encyclopedic_secondary,Taiwanese Americans,secondary,Taiwanese food enclaves in Flushing and Monterey Park,,Taiwanese cuisine,taiwan_context_without_target_dish,other_discourse,0.91,0.0,taiwan_context_without_target_dish,https://en.wikipedia.org/wiki/Taiwanese_Americans,Source summarizes Taiwanese immigrant enclave formation and restaurant influence in late 1970s and early 1980s.
MERGED_a3e1fd39b3466d,1985,1946-1987_taiwan_side_formation,unknown,academic_secondary,東北人類学論壇 / Zhang-related Japanese literature,secondary,Tokyo Taiwanese restaurants,,Taiwanese cuisine,taiwan_context_without_target_dish,other_discourse,0.91,0.0,taiwan_context_without_target_dish,https://www2.sal.tohoku.ac.jp/anthropology/TAE20_2021.pdf,Academic/secondary source states that Taiwanese restaurants in Japan after the 1980s featured household cuisine and small-plate cuisine as authentic Taiwanese cuisine.
MERGED_b9ac3244d8000a,1996,1988-2001_cross_strait_mobility,Yangtze River Delta,media_report,China Daily / China News,secondary,仙踪林,,,tea_drink_breakfast,other_discourse,0.91,0.0,no_binding_control,https://www.chinadaily.com.cn/dfpd/expo2010/2010-07/12/content_10094994,
MERGED_669ff69ce6dcd2,1998,1988-2001_cross_strait_mobility,North China,news_report,中国经济网,secondary,呷哺呷哺,,,other_food_or_memory,other_discourse,0.91,0.0,no_binding_control,https://www.ce.cn/cysc/sp/info/201001/06/t20100106_19990066.shtml,
MERGED_3ae656776d70d7,2009,2002-2013_taiwan_capital_gateway,Taiwan-side,academic_article,Hui-Tun Chuang,secondary,Taiwanese national cuisine,,,street_snack_xiaochi,other_discourse,0.91,0.0,no_binding_control,https://rauli.cbs.dk/index.php/cjas/article/download/2542/2647/0,
MERGED_b8728515ad3323,2010,2002-2013_taiwan_capital_gateway,North China,news_report,中国经济网,secondary,台资餐饮企业,,,other_food_or_memory,other_discourse,0.91,0.0,no_binding_control,https://www.ce.cn/cysc/sp/info/201001/06/t20100106_19990066.shtml,
MERGED_248546cc03665f,2010,2002-2013_taiwan_capital_gateway,Yangtze River Delta,news_report,China Daily / China News,secondary,世博台味餐饮,,,lurou_rouzao_core,other_discourse,0.91,0.0,no_binding_control,https://www.chinadaily.com.cn/dfpd/expo2010/2010-07/12/content_10094994,
MERGED_65988c80dd8d60,2011,2002-2013_taiwan_capital_gateway,Taiwan-side,academic_article,陳元朋,secondary,魯肉飯正名,,,lurou_rouzao_core,other_discourse,0.91,0.0,no_binding_control,https://www.airitilibrary.com/Article/Detail/P20160811001-201310-201608110015-201608110015-211-233,
MERGED_e84acc8e682524,2015,2014-2020_pre_wanghong_platformization,Yangtze River Delta,image_metadata,Wikimedia Commons,secondary,上海台湾料理店卤肉饭,,,lurou_rouzao_core,other_discourse,0.91,0.0,no_binding_control,https://commons.wikimedia.org/wiki/File%3A%E4%B8%8A%E6%B5%B7%E9%A4%90%E5%8E%85%E4%B8%AD%E4%B8%AA%E5%8D%A4%E8%82%89%E9%A5%AD.jpg,
