attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref
TW_1964_002,1964,1964-01-01,1946-1987_taiwan_side_formation,彰化黑肉麵,Changhua,Taiwan,Taiwan-side,food_history_article,Ryori Taiwan,https://ryoritaiwan.fcdc.org.tw/columns/1151,retired_menu_marker,1964 Changhua old shop later stopped making lu rou fan and rouzao rice to focus on black meat noodles,high,Shows how rice dishes could be present in early menus and later removed as shop specialization changed.,TW_BLACKMEAT_1964_REMOVAL,probable,Taiwan-side,Source says later generations no longer prepared lu rou fan and rouzao rice and focused on black meat noodles.,滷肉飯;肉燥飯,彰化常民小吃,,,https://ryoritaiwan.fcdc.org.tw/columns/1151
TW_1964_003,1964,1964-01-01,1946-1987_taiwan_side_formation,石精臼擔仔麵,Tainan,Taiwan,Taiwan-side,local_news,RightMedia,https://www.right-media.news/archives/18114,old_shop_origin,1964 Tainan Chikan Tower area shijingjiu danzai noodles rouzao rice famous Taiwanese old taste,medium,Local news source explicitly links 1964 founding to Tainan old-taste food and rouzao rice.,TW_SHIJINGJIU_1964_ORIGIN,probable,Taiwan-side,RightMedia says the shop was founded in 1964 and that danzai noodles and rouzao rice are famous Taiwanese old-taste foods near Chikan Tower.,肉燥飯,台南赤崁樓小吃,,,https://www.right-media.news/archives/18114
TW_1964_004,1964,1964-01-01,1946-1987_taiwan_side_formation,石精臼擔仔麵,Tainan,Taiwan,Taiwan-side,local_news,RightMedia,https://www.right-media.news/archives/18114,rouzao_technique,1964 Tainan danzai noodles meat sauce fresh shoulder lean pork no water red shallot local garlic Taiwanese old taste,medium,Useful for coding rouzao as a technique crossing noodles and rice rather than only a named rice dish.,TW_SHIJINGJIU_1964_TECHNIQUE,probable,Taiwan-side,Source says the danzai noodle technique depends on freshly stewed rouzao made without water and with local shallots and garlic.,肉燥,台南古早味,,,https://www.right-media.news/archives/18114
TW_1965_001,1965,1965-01-01,1946-1987_taiwan_side_formation,永通虱目魚粥,Tainan,Taiwan,Taiwan-side,food_travel_blog,Travel Chia,https://travelchia.com/yong-tong-milkfish/,side_menu_marker,1965 Tainan Xuejia milkfish congee old shop rouzao rice side menu local breakfast,medium,Food-travel source gives exact founding year and rouzao rice menu marker; needs stronger corroboration.,TW_YONGTONG_1965,probable,Taiwan-side,Travel Chia says Yongtong milkfish congee was founded in 1965 and records rouzao rice as part of the ordering routine.,肉燥飯,台南學甲小吃,,,https://travelchia.com/yong-tong-milkfish/
TW_1970_003,1970,1970-01-01,1946-1987_taiwan_side_formation,博義師燒肉飯,Kaohsiung,Taiwan,Taiwan-side,travel_feature,Smile Taiwan,https://smiletaiwan.cw.com.tw/article/5185,comparative_rice_market,1970 Kaohsiung grilled pork rice developed against common southern rouzao lu rou leg-pork rice,medium,Not rouzao-rice itself but a strong comparator for southern meat-over-rice market structure in 1970.,TW_BOYISHI_1970,probable,Taiwan-side,Smile Taiwan says the founder saw an opportunity against common southern rouzao lu rou and leg-pork rice formats and began grilled pork rice in 1970.,肉燥飯;滷肉飯,高雄肉飯市場,,,https://smiletaiwan.cw.com.tw/article/5185
TW_1970_004,1970,1970-01-01,1946-1987_taiwan_side_formation,冬粉王,Kaohsiung,Taiwan,Taiwan-side,food_tv_listing,TVBS Supertaste,https://supertaste.tvbs.com.tw/infocard/7196,old_shop_origin,1970 Kaohsiung Yancheng old shop dry vermicelli meat sauce adjacent rouzao rice food ecology,medium,Not a rice specialist; retained as local small-food ecology around rouzao seasoning.,TW_DONGFENWANG_1970,probable,Taiwan-side,TVBS listing says Dongfenwang was founded in 1970 and presents dry vermicelli with sauce in the same Kaohsiung old-shop ecology.,肉燥,高雄鹽埕小吃,,,https://supertaste.tvbs.com.tw/infocard/7196
TW_1971_002,1971,1971-01-01,1946-1987_taiwan_side_formation,老店柏弘肉燥,Kaohsiung,Taiwan,Taiwan-side,news_report,NOWnews,https://www.nownews.com/amp/news/6762033,date_discrepancy_corroboration,ROC year 60 Kaohsiung Bohong rouzao third generation Michelin local rouzao rice champion,medium,Conflicts with another harvested source that gives 1969; retained as candidate until founding date is reconciled.,TW_BOHONG_1971_CONFLICT,candidate,Taiwan-side,NOWnews says Bohong rouzao was founded in ROC year 60 and became a third-generation Kaohsiung rouzao rice shop.,肉燥飯,高雄地方小吃,,,https://www.nownews.com/amp/news/6762033
TW_1981_001,1981,1981-01-01,1946-1987_taiwan_side_formation,五燈獎豬腳魯肉飯,New Taipei,Taiwan,Taiwan-side,food_media_retrospective,Muzi,https://muzi.com.tw/streetfood-newtaipei-5dengjiang/,old_shop_origin,ROC year 70 Sanchong old snack stall pig trotter rice lu rou fan unnamed stall origin,medium,Retrospective food-media source; direct enough for probable but should be checked against shop registration if available.,TW_WUDENGJIANG_1981_ORIGIN,probable,Taiwan-side,Source says Wudengjiang began in ROC year 70 as an unnamed Sanchong snack stall known for pig-trotter rice and lu rou fan.,魯肉飯,新北三重小吃,,,https://muzi.com.tw/streetfood-newtaipei-5dengjiang/
TW_1987_002,1987,1987-01-01,1946-1987_taiwan_side_formation,五燈獎豬腳魯肉飯,New Taipei,Taiwan,Taiwan-side,food_media_retrospective,Muzi,https://muzi.com.tw/streetfood-newtaipei-5dengjiang/,renaming_event,ROC year 76 Wudengjiang singing contest title converted unnamed lu rou fan stall into named brand,medium,Useful for linking local snack shop naming and media/pop-culture branding before internet platforms.,TW_WUDENGJIANG_1987_NAME,probable,Taiwan-side,Source says the second-generation operator won the Wudengjiang singing contest in ROC year 76 and the shop name followed that event.,魯肉飯,新北三重小吃,,,https://muzi.com.tw/streetfood-newtaipei-5dengjiang/
TW_1981_002,1981,1981-01-01,1946-1987_taiwan_side_formation,余媽媽老麵店,Chiayi,Taiwan,Taiwan-side,food_media_retrospective,Happy Day,https://ihappyday.tw/blog/post/old-mother-noodle,old_shop_origin,ROC year 70 Chiayi old noodle shop lu rou fan rouzao hand-pounded texture,low,Search result gives ROC year 70 but opened page only clearly supports rouzao and lu rou fan menu; retain as candidate until source line is captured.,TW_YUMAMA_1981,candidate,Taiwan-side,Opened page documents lu rou fan and rouzao texture but not the founding line visible in search-result text.,魯肉飯,嘉義小吃,,,https://ihappyday.tw/blog/post/old-mother-noodle
