attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref
H40_017,2010,2010-07-12,2002-2013_taiwan_capital_gateway,世博台味餐饮,Shanghai,Shanghai,Yangtze River Delta,news_report,China Daily / China News,https://www.chinadaily.com.cn/dfpd/expo2010/2010-07/12/content_10094994,expo_food_visibility,上海 世博 台味 台湾牛肉面 台式奶茶 永和豆浆 台式卤肉饭 中国风 台湾味 两岸情 400余家 连锁加盟,high,Important mainland event-source for 台味 and 台式卤肉饭 visibility.,,,,,,,,,
H40_018,2010,2010-01-06,2002-2013_taiwan_capital_gateway,台资餐饮企业,Beijing,Beijing,North China,news_report,中国经济网,https://www.ce.cn/cysc/sp/info/201001/06/t20100106_19990066.shtml,taiwan_capital_food_growth,台资餐饮企业 大陆市场 呷哺呷哺 1998 西单 首家 中式快餐 100家 连锁 服务业转型,medium,Capital-origin and format evidence; not Taiwaneseness lexicon evidence.,,,,,,,,,
H40_019,2011,2011-01-01,2002-2013_taiwan_capital_gateway,魯肉飯正名,Taipei,Taiwan,Taiwan-side,academic_article,陳元朋,https://www.airitilibrary.com/Article/Detail/P20160811001-201310-201608110015-201608110015-211-233,naming_controversy,2011 Michelin Green Guide Taiwan 魯肉飯 源自山東 爭議 滷肉飯 正名運動 台灣 中國 文化建構,high,Key orthographic/geopolitical semantic event.,,,,,,,,,
H40_020,2015,2015-09-08,2014-2020_pre_wanghong_platformization,上海台湾料理店卤肉饭,Shanghai,Shanghai,Yangtze River Delta,image_metadata,Wikimedia Commons,https://commons.wikimedia.org/wiki/File%3A%E4%B8%8A%E6%B5%B7%E9%A4%90%E5%8E%85%E4%B8%AD%E4%B8%AA%E5%8D%A4%E8%82%89%E9%A5%AD.jpg,visual_attestation,2015 上海 台湾料理店 卤肉饭 照片 经纬度 大陆 城市餐厅 台式,medium,Visual attestation of lu rou fan in Shanghai Taiwan restaurant.,,,,,,,,,
H40_021,2016,2016-01-01,2014-2020_pre_wanghong_platformization,鬍鬚張魯肉飯,Taipei,Taiwan,Taiwan-side,food_media,Ryori Taiwan,https://ryoritaiwan.fcdc.org.tw/columns/4037,internationalization,鬍鬚張 魯肉飯 1960 台北 雙連 寧夏 華航 機上餐 國際 台灣味,medium,Retrospective food media; traces 1960-2010 internationalization.,,,,,,,,,
H40_022,2018,2018-01-01,2014-2020_pre_wanghong_platformization,紅豬卤肉饭,Shanghai,Shanghai,Yangtze River Delta,food_media,Sina,https://k.sina.cn/article_7232786777_1af1b91590010134vk.html,shanghai_lu_rou_fan_visibility,2018 上海 徐家汇 台湾古早味 红猪卤肉饭 上海最好吃 卤肉饭 15元,medium,Pre-2020 Shanghai lu rou fan visibility; source quality needs audit.,,,,,,,,,
H40_023,2018,2018-01-01,2014-2020_pre_wanghong_platformization,鬍鬚張魯肉飯,Taipei,Taiwan,Taiwan-side,official_brand_timeline,鬍鬚張,https://shop.fmsc.com.tw/pages/about-us,platform_delivery,2018 鬍鬚張 導入 外送平台 魯肉飯 台灣 數位化 平台化,high,Taiwan-side platformization before mainland wanghong boom.,,,,,,,,,
H40_024,2019,2019-01-01,2014-2020_pre_wanghong_platformization,鬍鬚張魯肉飯,Taipei,Taiwan,Taiwan-side,official_brand_timeline,鬍鬚張,https://shop.fmsc.com.tw/pages/about-us,digital_payment,2019 鬍鬚張 數位轉型 會員APP KIOSK 數位支付 魯肉飯 台灣,high,Digitalization of Taiwan-side lu rou fan chain.,,,,,,,,,
H40_025,2020,2020-08-21,2014-2020_pre_wanghong_platformization,大润发台湾风味卤肉大包,Shanghai,Shanghai,Yangtze River Delta,retail_media,China Daily,https://cn.chinadaily.com.cn/a/202008/21/WS5f3f451ba310a859d09df17e.html,retail_product_extension,2020 大润发 上海 台湾风味 卤肉大包 台湾卤肉饭 味道 包子 研发 试吃 打分 味觉记忆,high,Non-restaurant retail commodification of Taiwan lu rou fan flavor before 2021.,,,,,,,,,
SG_1971_001,1971,1971-11-19,1946-1987_taiwan_side_formation,Taiwanese food,Singapore,,,newspaper_archive,NewspaperSG / New Nation,,overseas_taiwan_food_review,Taiwanese food Singapore genuine Taiwan food Taiwanese cooks first restaurant serving genuine Taiwan food,,Comparative Singapore attestation; source lines from NewspaperSG search/open result.,NEWSG_NEWNATION_19711119,probable,Singapore,New Nation article describes genuine Taiwan food and Taiwanese cooks in Singapore.,,Taiwanese food,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19711119-1
SG_1972_001,1972,1972-09-26,1946-1987_taiwan_side_formation,Taiwan Porridge Restaurant,Singapore,,,newspaper_archive,NewspaperSG / The Straits Times,,overseas_taiwan_porridge_ad,Taiwan Porridge Restaurant Singapore Oasis Theatre Restaurant Taiwanese porridge,,Comparative Singapore Taiwan-porridge ad.,NEWSG_ST_19720926,probable,Singapore,Advertisement for Taiwan Porridge Restaurant at Oasis Theatre Restaurant.,,Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19720926-1
SG_1972_002,1972,1972-10-24,1946-1987_taiwan_side_formation,Taiwan Porridge Restaurant,Singapore,,,newspaper_archive,NewspaperSG / The Straits Times,,overseas_taiwan_porridge_ad,Taiwan Porridge Restaurant Singapore fine food Taiwan porridge,,Comparative Singapore Taiwan-porridge ad.,NEWSG_ST_19721024,probable,Singapore,Advertisement says come and taste fine food at Taiwan Porridge Restaurant.,,Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19721024-1
SG_1975_001,1975,1975-04-19,1946-1987_taiwan_side_formation,Taiwan Porridge Restaurant,Singapore,,,newspaper_archive,NewspaperSG / The Straits Times,,overseas_taiwan_porridge_ad,Taiwan Porridge Restaurant Singapore advertisement Taiwan porridge,,Comparative Singapore Taiwan-porridge ad.,NEWSG_ST_19750419,probable,Singapore,Advertisement references Taiwan Porridge Rest in entertainment/restaurant cluster.,,Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19750419-1
SG_1975_002,1975,1975-10-11,1946-1987_taiwan_side_formation,Toa Payoh Lucky Restaurant,Singapore,,,newspaper_archive,NewspaperSG / The Straits Times,,overseas_taiwan_porridge_ad,Taiwanese Porridge Toa Payoh Lucky Restaurant Singapore local dishes,,Comparative Singapore Taiwan-porridge ad.,NEWSG_ST_19751011,probable,Singapore,Advertisement offers Taiwanese porridge with local dishes.,,Taiwanese porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19751011-1
SG_1976_001,1976,1976-04-10,1946-1987_taiwan_side_formation,Taiwan Porridge Restaurant,Singapore,,,newspaper_archive,NewspaperSG / The Straits Times,,overseas_taiwan_porridge_ad,Taiwan Porridge Restaurant Singapore advertisement,,Comparative Singapore Taiwan-porridge ad.,NEWSG_ST_19760410,probable,Singapore,Advertisement references Taiwan Porridge Rest.,,Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19760410-1
SG_1977_001,1977,1977-05-29,1946-1987_taiwan_side_formation,Taiwan Porridge,Singapore,,,newspaper_archive,NewspaperSG / New Nation,,overseas_taiwan_porridge_ad,Taiwan porridge Chinese dishes Singapore restaurant advertisement,,Comparative Singapore Taiwan-porridge ad.,NEWSG_NEWNATION_19770529,probable,Singapore,Advertisement lists Chinese dishes and Taiwan porridge.,,Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19770529-1
SG_1978_001,1978,1978-08-04,1946-1987_taiwan_side_formation,Taiwan Porridge,Singapore,,,newspaper_archive,NewspaperSG / New Nation,,overseas_taiwan_porridge_ad,Taiwan porridge quick lunch Sin Sin Restaurant Singapore,,Comparative Singapore Taiwan-porridge ad.,NEWSG_NEWNATION_19780804,probable,Singapore,Sin Sin Restaurant advertises quick lunch and Taiwan porridge.,,Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19780804-1
SG_1982_001,1982,1982-03-21,1946-1987_taiwan_side_formation,Taiwan Porridge,Singapore,,,newspaper_archive,NewspaperSG / The Straits Times,,overseas_taiwan_porridge_review,Taiwan porridge light meal snack Goodwood Park Hotel Singapore,,Comparative Singapore Taiwan-porridge review.,NEWSG_ST_19820321,probable,Singapore,Article titled Taiwan porridge as a light meal or snack.,,Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820321-1
SG_1982_002,1982,1982-09-23,1946-1987_taiwan_side_formation,Taiwan Porridge,Singapore,,,newspaper_archive,NewspaperSG / The Straits Times,,overseas_taiwan_porridge_ad,Authentic Taiwan porridge Goodwood Park Hotel Singapore Chinese chef,,Comparative Singapore Taiwan-porridge ad.,NEWSG_ST_19820923,probable,Singapore,Goodwood Park Hotel advertisement for authentic Taiwan porridge.,,Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820923-1
SG_1986_001,1986,1986-06-19,1946-1987_taiwan_side_formation,Taiwanese Porridge,Singapore,,,newspaper_archive,NewspaperSG / The Straits Times,,overseas_taiwan_porridge_ad,Taiwanese Porridge Cockpit Hotel Singapore supper breakfast,,Comparative Singapore Taiwan-porridge ad.,NEWSG_ST_19860619,probable,Singapore,Cockpit Hotel ad lists Taiwanese porridge among supper/breakfast choices.,,Taiwanese porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860619-1
SG_1987_001,1987,1987-06-12,1946-1987_taiwan_side_formation,Taiwanese Porridge,Singapore,,,newspaper_archive,NewspaperSG / The Business Times,,overseas_taiwan_porridge_ad,Taiwanese Shaobing You Tiao Taiwanese porridge Singapore breakfast,,Comparative Singapore Taiwan-porridge ad.,NEWSG_BT_19870612,probable,Singapore,Advertisement includes Taiwanese shaobing youtiao breakfast and Taiwanese porridge.,,Taiwanese porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/biztimes19870612-1
JP_1980_001,1980,,1946-1987_taiwan_side_formation,夜来香,Tokyo,,,food_media_retrospective,Annju's Chillaxing Life,,overseas_taiwanese_restaurant,Tokyo Nishi-Shinjuku 夜来香 1980 founded Taiwanese restaurant 台湾料理,,Retrospective food blog; needs Japanese newspaper/registry corroboration.,JP_YELAI_1980,probable,Japan,"Retrospective source describes Nishi-Shinjuku 夜来香 as a Taiwanese restaurant founded in 1980, with some claims of older tradition.",,台湾料理,,,https://chillaxing-life.com/yelaixiang/
JP_1980_002,1980,,1946-1987_taiwan_side_formation,老李グループ,Nagasaki,,,official_company_profile,老李グループ・ジャパン,,overseas_taiwanese_restaurant_company,老李グループ 1980 創業 台湾料理専門店 Japan Nagasaki Taiwanese restaurant,,Official company profile; good comparative Japan record.,JP_LAOLEE_1980,probable,Japan,Company profile gives founding as Showa 55 / 1980 and identifies the company as a Taiwanese cuisine restaurant group.,,台湾料理,taiwan_capital,Taiwan-origin restaurant group,https://www.laolee.jp/company_profile/
JP_1981_001,1981,,1946-1987_taiwan_side_formation,龍の髭,Tokyo,,,local_business_media,シブヤ経済新聞,,overseas_taiwanese_restaurant,Shibuya Tokyo 龍の髭 1981 Taiwanese restaurant 台湾料理屋台 predecessor,,Local business media retrospective; useful for Japan 1980s Taiwanese restaurantization.,JP_RYUNOHIGE_1981,probable,Japan,Source says Shibuya Taiwanese restaurant 龍の髭 opened in 1981 and had a Taiwanese food-stall predecessor.,,台湾料理,,,https://www.shibukei.com/headline/10013/
JP_1980S_001,1985,,1946-1987_taiwan_side_formation,Tokyo Taiwanese restaurants,Tokyo,,,academic_secondary,東北人類学論壇 / Zhang-related Japanese literature,,overseas_taiwanese_cuisine_regime,1980s Japan Taiwanese cuisine household cuisine small plates authentic Taiwan料理,,Secondary scholarly guide; use to direct Japanese archive searches.,JP_TOKYO_TAIWAN_1980S,probable,Japan,Academic/secondary source states that Taiwanese restaurants in Japan after the 1980s featured household cuisine and small-plate cuisine as authentic Taiwanese cuisine.,,Taiwanese cuisine,,,https://www2.sal.tohoku.ac.jp/anthropology/TAE20_2021.pdf
US_1970_001,1970,,1946-1987_taiwan_side_formation,Taiwanese cuisine in Flushing,New York,,,academic_secondary,Taipei Medical University publication record,,overseas_taiwanese_cuisine_history,Taiwanese cuisine New York Flushing 1970 present Chinese food immigrant restaurant,,Secondary source; primary newspaper/menu records still needed.,US_NY_FLUSHING_1970,probable,North America,Publication record identifies a study on the evolution of Taiwanese cuisine in New York City's Flushing neighborhood from 1970 to present.,,Taiwanese cuisine,,,https://hub.tmu.edu.tw/en/publications/when-little-island-cuisine-encountered-chinese-food-the-evolution-2/
US_1970S_001,1975,,1946-1987_taiwan_side_formation,Taiwanese immigrant Chinese restaurants,New York,,,food_history_secondary,NYFoodStory,,overseas_operator_history,Taiwanese immigrants Chinese food New York 1970s restaurant operators,,Candidate comparative operator/capital history; not counted as cuisine attestation until primary records are found.,US_NY_CHINESE_FOOD_TAIWANESE_1970S,candidate,North America,"Food-history source discusses Taiwanese immigrants and a golden age for Chinese food, but primary restaurant records are needed.",,Taiwanese immigrant,,,https://www.nyfoodstory.com/articles/taiwanese-immigrants-spark-a-golden-age-for-chinese-food/
MY_1980_001,1980,,1946-1987_taiwan_side_formation,The New Formosa Restaurant,Petaling Jaya,,,restaurant_listing_retrospective,Unilocal,,overseas_taiwanese_restaurant,The New Formosa Restaurant Petaling Jaya 1980 authentic Taiwanese cuisine,,Retrospective listing; needs Malaysian newspaper/business corroboration.,MY_FORMOSA_1980,probable,Malaysia,Listing states The New Formosa Restaurant opened in 1980 and served authentic Taiwanese cuisine.,,Taiwanese cuisine,,,https://unilocal.net/malaysia/petaling-jaya/the-new-formosa-restaurant
SG_1974_001,1974,1974-05-05,1946-1987_taiwan_side_formation,Taiwan Restaurant,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19740505-1,overseas_taiwan_restaurant_reference,Singapore Maxwell House Taiwan Restaurant lunch Taiwan restaurant visibility,medium,Restaurant-name attestation rather than dish-specific evidence; useful for Singapore Taiwan-food naming field.,NEWSG_ST_19740505,probable,Singapore,The Straits Times report places an event lunch at the Taiwan Restaurant in Maxwell House.,,Taiwan Restaurant,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19740505-1
SG_1980_001,1980,1980-07-20,1946-1987_taiwan_side_formation,Taiwan Porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1,overseas_taiwan_porridge_ad,Singapore advertisement Taiwan Porridge Bak Kut Teh eight dollars per head,medium,Advertisement attestation; OCR is brief but directly contains the Taiwan Porridge menu label.,NEWSG_ST_19800720,probable,Singapore,Advertisement lists Taiwan Porridge alongside bak kut teh and happy-hours pricing.,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1
SG_1982_003,1982,1982-04-19,1946-1987_taiwan_side_formation,Taiwan Porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820419-1,overseas_taiwan_porridge_ad,Goodwood Park Hotel Taiwan Porridge authentic Taiwan porridge Chinese chef crispy baby squids fried pomfret steamed minced pork,medium,Distinct Goodwood Park advertisement before September 1982; useful for repeated venue-level circulation.,NEWSG_ST_19820419,probable,Singapore,Goodwood Park Hotel advertisement offers authentic Taiwan porridge cooked by an expert Chinese chef.,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820419-1
SG_1982_004,1982,1982-04-28,1946-1987_taiwan_side_formation,Taiwan Porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820428-1,overseas_taiwan_porridge_ad,Goodwood Park Hotel Taiwan Porridge authentic Taiwan porridge Chinese chef menu crispy baby squids fried pomfret,medium,Second April 1982 Goodwood ad; keep as separate ad/date attestation rather than a unique restaurant.,NEWSG_ST_19820428,probable,Singapore,Goodwood Park Hotel advertisement repeats authentic Taiwan porridge menu language.,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820428-1
SG_1983_001,1983,1983-07-30,1946-1987_taiwan_side_formation,Hai Guo Restaurant,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19830730-1,overseas_taiwan_porridge_ad,Hai Guo Restaurant grand official opening singers from Taiwan seafood steam-boat Taiwan Porridge,medium,Grand-opening advertisement links Taiwan Porridge to broader entertainment/restaurant branding.,NEWSG_ST_19830730,probable,Singapore,Grand-opening advertisement lists Taiwan Porridge among food available at Hai Guo Restaurant.,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19830730-1
SG_1985_001,1985,1985-04-15,1946-1987_taiwan_side_formation,Taiwan Porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG / Singapore Monitor,https://eresources.nlb.gov.sg/newspapers/digitised/issue/singmonitor19850415-2,overseas_taiwan_porridge_ad,Goodwood Park Hotel traditional Taiwan Porridge true Taiwan porridge Coffee Lounge traditional favourites,medium,Advertisement stresses tradition and authenticity; useful for semantic coding of Taiwaneseness as homestyle tradition.,NEWSG_MONITOR_19850415,probable,Singapore,Advertisement invites lovers of true Taiwan porridge to Goodwood Park Hotel Coffee Lounge.,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/singmonitor19850415-2
SG_1985_002,1985,1985-10-01,1946-1987_taiwan_side_formation,Sin Leong Restaurant,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19851001-1,overseas_taiwan_porridge_ad,Sin Leong Restaurant Marine Parade introduces Taiwan Porridge delicious mini dishes economical lunch,medium,Shows diffusion beyond Goodwood Park into another Singapore restaurant setting.,NEWSG_ST_19851001,probable,Singapore,Sin Leong Restaurant advertisement introduces Taiwan Porridge with mini dishes and lunch pricing.,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19851001-1
SG_1986_002,1986,1986-01-23,1946-1987_taiwan_side_formation,Taiwan Porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860123-1,overseas_taiwan_porridge_ad,Singapore after-midnight restaurant advertisement local favourites tasty Taiwan Porridge,medium,OCR-fragmentary but directly identifies Taiwan Porridge as part of late-night/local-favourites menu language.,NEWSG_ST_19860123,probable,Singapore,Advertisement says noon or after midnight cravings can be met with local favourites and tasty Taiwan Porridge.,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860123-1
SG_1986_003,1986,1986-03-16,1946-1987_taiwan_side_formation,Taiwan food morsel,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/Digitised/Issue/straitstimes19860316-1,food_column_taiwan_label,Singapore food column Taiwan porridge Taiwan yew char koay cruller Taiwan songbird,medium,Food-column language shows Taiwan as a culinary label in everyday Singapore food discourse.,NEWSG_ST_19860316,probable,Singapore,Food morsel contrasts Taiwan porridge with a Taiwan-labelled cruller item.,Taiwan porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/Digitised/Issue/straitstimes19860316-1
SG_1986_004,1986,1986-09-26,1946-1987_taiwan_side_formation,Taiwan Porridge supper,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860926-1,overseas_taiwan_porridge_ad,Singapore hotel coffee house claypot dishes Taiwan Porridge supper,medium,Hotel advertisement; relevant to Taiwan Porridge as a supper/night-service format.,NEWSG_ST_19860926,probable,Singapore,Hotel advertisement describes a coffee house famous for claypot dishes and Taiwan Porridge supper.,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860926-1
SG_1987_002,1987,1987-03-28,1946-1987_taiwan_side_formation,Taiwanese breakfast and porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Business Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/biztimes19870328-1,overseas_taiwanese_breakfast_ad,Singapore Stevens Corner Taiwanese Shaobing Youtiao Buffet Breakfast soya-bean milk Taiwanese porridge chicken porridge,medium,Strengthens 1987 Taiwan/Taiwanese breakfast evidence before the post-1987 travel-opening period.,NEWSG_BT_19870328,probable,Singapore,Advertisement offers Taiwanese shaobing youtiao buffet breakfast with Taiwanese porridge.,Taiwanese porridge,Taiwanese,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/biztimes19870328-1
