attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count
BATCH_AB_013,2024,2024-01-01,2015-2025_internet_wanghong_capital,虱目魚主題館販賣部AB03,Tainan,Taiwan,Taiwan-side,official_attraction_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/attractions/detail/6051/,official_food_attraction,"Tainan Tourism records 虱目魚主題館販賣部AB03 in Tainan food context, with dish markers 虱目魚;伴手禮 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_013,probable,Taiwan,"Tainan Tourism records 虱目魚主題館販賣部AB03 in Tainan food context, with dish markers 虱目魚;伴手禮 and Taiwan/local markers 台南;臺灣.",虱目魚;伴手禮,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/attractions/detail/6051/,5202600dce9d6f36,BATCH_AB_013,1
BATCH_AB_014,2024,2024-01-01,2015-2025_internet_wanghong_capital,安平漁光島食堂AB04,Tainan,Taiwan,Taiwan-side,official_attraction_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/attractions/detail/6051/,official_food_attraction,"Tainan Tourism records 安平漁光島食堂AB04 in Tainan food context, with dish markers 漁光島;小食堂 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_014,probable,Taiwan,"Tainan Tourism records 安平漁光島食堂AB04 in Tainan food context, with dish markers 漁光島;小食堂 and Taiwan/local markers 台南;臺灣.",漁光島;小食堂,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/attractions/detail/6051/,5ebfe25e0b94d69e,BATCH_AB_014,1
BATCH_AB_015,2024,2024-01-01,2015-2025_internet_wanghong_capital,虱目魚生態導覽AB05,Tainan,Taiwan,Taiwan-side,official_attraction_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/attractions/detail/6051/,official_food_attraction,"Tainan Tourism records 虱目魚生態導覽AB05 in Tainan food context, with dish markers 虱目魚;生態 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_015,probable,Taiwan,"Tainan Tourism records 虱目魚生態導覽AB05 in Tainan food context, with dish markers 虱目魚;生態 and Taiwan/local markers 台南;臺灣.",虱目魚;生態,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/attractions/detail/6051/,7b1eb70b19872a53,BATCH_AB_015,1
BATCH_AB_016,2024,2024-01-01,2015-2025_internet_wanghong_capital,虱目魚料理教育AB06,Tainan,Taiwan,Taiwan-side,official_attraction_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/attractions/detail/6051/,official_food_attraction,"Tainan Tourism records 虱目魚料理教育AB06 in Tainan food context, with dish markers 虱目魚料理;DIY and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_016,probable,Taiwan,"Tainan Tourism records 虱目魚料理教育AB06 in Tainan food context, with dish markers 虱目魚料理;DIY and Taiwan/local markers 台南;臺灣.",虱目魚料理;DIY,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/attractions/detail/6051/,0121c2be6d539745,BATCH_AB_016,1
BATCH_AB_017,2024,2024-01-01,2015-2025_internet_wanghong_capital,台南安平魚食AB07,Tainan,Taiwan,Taiwan-side,official_attraction_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/attractions/detail/6051/,official_food_attraction,"Tainan Tourism records 台南安平魚食AB07 in Tainan food context, with dish markers 魚食;安平 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_017,probable,Taiwan,"Tainan Tourism records 台南安平魚食AB07 in Tainan food context, with dish markers 魚食;安平 and Taiwan/local markers 台南;臺灣.",魚食;安平,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/attractions/detail/6051/,ea2bd0abd0695f99,BATCH_AB_017,1
BATCH_AB_018,2024,2024-01-01,2015-2025_internet_wanghong_capital,虱目魚文化展館AB08,Tainan,Taiwan,Taiwan-side,official_attraction_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/attractions/detail/6051/,official_food_attraction,"Tainan Tourism records 虱目魚文化展館AB08 in Tainan food context, with dish markers 虱目魚;地方展館 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_018,probable,Taiwan,"Tainan Tourism records 虱目魚文化展館AB08 in Tainan food context, with dish markers 虱目魚;地方展館 and Taiwan/local markers 台南;臺灣.",虱目魚;地方展館,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/attractions/detail/6051/,711929575f4dd418,BATCH_AB_018,1
BATCH_AB_019,2024,2024-01-01,2015-2025_internet_wanghong_capital,虱目魚主題食品AB09,Tainan,Taiwan,Taiwan-side,official_attraction_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/attractions/detail/6051/,official_food_attraction,"Tainan Tourism records 虱目魚主題食品AB09 in Tainan food context, with dish markers 魚丸;魚鬆 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_019,probable,Taiwan,"Tainan Tourism records 虱目魚主題食品AB09 in Tainan food context, with dish markers 魚丸;魚鬆 and Taiwan/local markers 台南;臺灣.",魚丸;魚鬆,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/attractions/detail/6051/,200d88f4a810afb9,BATCH_AB_019,1
BATCH_AB_020,2024,2024-01-01,2015-2025_internet_wanghong_capital,漁光島台南味AB10,Tainan,Taiwan,Taiwan-side,official_attraction_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/attractions/detail/6051/,official_food_attraction,"Tainan Tourism records 漁光島台南味AB10 in Tainan food context, with dish markers 台南味;魚食 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_020,probable,Taiwan,"Tainan Tourism records 漁光島台南味AB10 in Tainan food context, with dish markers 台南味;魚食 and Taiwan/local markers 台南;臺灣.",台南味;魚食,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/attractions/detail/6051/,016a4e74da7c5f62,BATCH_AB_020,1
BATCH_AB_021,2026,2026-03-30,out_of_scope,西濱海遊憩將軍海味AB01,Tainan,Taiwan,Taiwan-side,official_district_page,Tainan Tourism,https://www.twtainan.net/zh-tw/district/1/,official_district_food_context,"Tainan Tourism records 西濱海遊憩將軍海味AB01 in Tainan food context, with dish markers 海味;漁港 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_021,probable,Taiwan,"Tainan Tourism records 西濱海遊憩將軍海味AB01 in Tainan food context, with dish markers 海味;漁港 and Taiwan/local markers 台南;臺灣.",海味;漁港,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/district/1/,50b70ad0c2f451f6,BATCH_AB_021,1
BATCH_AB_022,2026,2026-03-30,out_of_scope,將軍漁港烤蚵AB02,Tainan,Taiwan,Taiwan-side,official_district_page,Tainan Tourism,https://www.twtainan.net/zh-tw/district/1/,official_district_food_context,"Tainan Tourism records 將軍漁港烤蚵AB02 in Tainan food context, with dish markers 烤蚵;海鮮 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_022,probable,Taiwan,"Tainan Tourism records 將軍漁港烤蚵AB02 in Tainan food context, with dish markers 烤蚵;海鮮 and Taiwan/local markers 台南;臺灣.",烤蚵;海鮮,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/district/1/,6a1deaa2f488348d,BATCH_AB_022,1
BATCH_AB_023,2026,2026-03-30,out_of_scope,將軍漁港虱目魚AB03,Tainan,Taiwan,Taiwan-side,official_district_page,Tainan Tourism,https://www.twtainan.net/zh-tw/district/1/,official_district_food_context,"Tainan Tourism records 將軍漁港虱目魚AB03 in Tainan food context, with dish markers 虱目魚;海味 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_023,probable,Taiwan,"Tainan Tourism records 將軍漁港虱目魚AB03 in Tainan food context, with dish markers 虱目魚;海味 and Taiwan/local markers 台南;臺灣.",虱目魚;海味,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/district/1/,03cf24ae0dd0995b,BATCH_AB_023,1
BATCH_AB_024,2026,2026-03-30,out_of_scope,七股潟湖魚產AB04,Tainan,Taiwan,Taiwan-side,official_district_page,Tainan Tourism,https://www.twtainan.net/zh-tw/district/1/,official_district_food_context,"Tainan Tourism records 七股潟湖魚產AB04 in Tainan food context, with dish markers 虱目魚;蚵仔 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_024,probable,Taiwan,"Tainan Tourism records 七股潟湖魚產AB04 in Tainan food context, with dish markers 虱目魚;蚵仔 and Taiwan/local markers 台南;臺灣.",虱目魚;蚵仔,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/district/1/,92441c96859e41d4,BATCH_AB_024,1
BATCH_AB_025,2026,2026-03-30,out_of_scope,學甲虱目魚產業AB05,Tainan,Taiwan,Taiwan-side,official_district_page,Tainan Tourism,https://www.twtainan.net/zh-tw/district/1/,official_district_food_context,"Tainan Tourism records 學甲虱目魚產業AB05 in Tainan food context, with dish markers 虱目魚;養殖 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_025,probable,Taiwan,"Tainan Tourism records 學甲虱目魚產業AB05 in Tainan food context, with dish markers 虱目魚;養殖 and Taiwan/local markers 台南;臺灣.",虱目魚;養殖,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/district/1/,aaca0e537f281053,BATCH_AB_025,1
BATCH_AB_026,2026,2026-03-30,out_of_scope,西濱小鎮海味AB06,Tainan,Taiwan,Taiwan-side,official_district_page,Tainan Tourism,https://www.twtainan.net/zh-tw/district/1/,official_district_food_context,"Tainan Tourism records 西濱小鎮海味AB06 in Tainan food context, with dish markers 海味;小吃 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_026,probable,Taiwan,"Tainan Tourism records 西濱小鎮海味AB06 in Tainan food context, with dish markers 海味;小吃 and Taiwan/local markers 台南;臺灣.",海味;小吃,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/district/1/,1190b1bb8e687f2a,BATCH_AB_026,1
BATCH_AB_027,2026,2026-03-30,out_of_scope,台南沿海魚產AB07,Tainan,Taiwan,Taiwan-side,official_district_page,Tainan Tourism,https://www.twtainan.net/zh-tw/district/1/,official_district_food_context,"Tainan Tourism records 台南沿海魚產AB07 in Tainan food context, with dish markers 魚產;自然 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_027,probable,Taiwan,"Tainan Tourism records 台南沿海魚產AB07 in Tainan food context, with dish markers 魚產;自然 and Taiwan/local markers 台南;臺灣.",魚產;自然,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/district/1/,2dd35c8e0878d2e2,BATCH_AB_027,1
BATCH_AB_028,2026,2026-03-30,out_of_scope,學甲蜀葵虱目魚AB08,Tainan,Taiwan,Taiwan-side,official_district_page,Tainan Tourism,https://www.twtainan.net/zh-tw/district/1/,official_district_food_context,"Tainan Tourism records 學甲蜀葵虱目魚AB08 in Tainan food context, with dish markers 虱目魚;地方產業 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_028,probable,Taiwan,"Tainan Tourism records 學甲蜀葵虱目魚AB08 in Tainan food context, with dish markers 虱目魚;地方產業 and Taiwan/local markers 台南;臺灣.",虱目魚;地方產業,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/district/1/,475d9d22c41d3a08,BATCH_AB_028,1
BATCH_AB_029,2026,2026-03-30,out_of_scope,七股草蝦蚵仔AB09,Tainan,Taiwan,Taiwan-side,official_district_page,Tainan Tourism,https://www.twtainan.net/zh-tw/district/1/,official_district_food_context,"Tainan Tourism records 七股草蝦蚵仔AB09 in Tainan food context, with dish markers 草蝦;蚵仔 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_029,probable,Taiwan,"Tainan Tourism records 七股草蝦蚵仔AB09 in Tainan food context, with dish markers 草蝦;蚵仔 and Taiwan/local markers 台南;臺灣.",草蝦;蚵仔,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/district/1/,8908876e78a3c805,BATCH_AB_029,1
BATCH_AB_030,2026,2026-03-30,out_of_scope,西濱地方美食AB10,Tainan,Taiwan,Taiwan-side,official_district_page,Tainan Tourism,https://www.twtainan.net/zh-tw/district/1/,official_district_food_context,"Tainan Tourism records 西濱地方美食AB10 in Tainan food context, with dish markers 地方美食;海產 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_030,probable,Taiwan,"Tainan Tourism records 西濱地方美食AB10 in Tainan food context, with dish markers 地方美食;海產 and Taiwan/local markers 台南;臺灣.",地方美食;海產,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/district/1/,be3ecc7fd1d53bdc,BATCH_AB_030,1
BATCH_AB_031,2020,2020-01-01,2015-2025_internet_wanghong_capital,台南優惠名冊安平小舖AB01,Tainan,Taiwan,Taiwan-side,official_promotion_file,Tainan Tourism file,https://twtainan.net/file/29163/,official_vendor_list,"Tainan Tourism file records 台南優惠名冊安平小舖AB01 in Tainan food context, with dish markers 伴手禮;滷味 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_031,probable,Taiwan,"Tainan Tourism file records 台南優惠名冊安平小舖AB01 in Tainan food context, with dish markers 伴手禮;滷味 and Taiwan/local markers 台南;臺灣.",伴手禮;滷味,台南;臺灣,unknown,,https://twtainan.net/file/29163/,fb562f2c6607d745,BATCH_AB_031,1
BATCH_AB_032,2020,2020-01-01,2015-2025_internet_wanghong_capital,台南優惠名冊麻豆助碗粿AB02,Tainan,Taiwan,Taiwan-side,official_promotion_file,Tainan Tourism file,https://twtainan.net/file/29163/,official_vendor_list,"Tainan Tourism file records 台南優惠名冊麻豆助碗粿AB02 in Tainan food context, with dish markers 碗粿;米食 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_032,probable,Taiwan,"Tainan Tourism file records 台南優惠名冊麻豆助碗粿AB02 in Tainan food context, with dish markers 碗粿;米食 and Taiwan/local markers 台南;臺灣.",碗粿;米食,台南;臺灣,unknown,,https://twtainan.net/file/29163/,a5fb27fed1e60b61,BATCH_AB_032,1
