attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count
BATCH_AA_016,2024,2024-01-01,2015-2025_internet_wanghong_capital,高雄城市交流冰品AA06,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3490/,official_event_profile,"Kaohsiung Travel records 高雄城市交流冰品AA06 in Kaohsiung food context, with dish markers 冰品;枝仔冰 and Taiwan/local markers 高雄;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AA; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AA_016,probable,Taiwan,"Kaohsiung Travel records 高雄城市交流冰品AA06 in Kaohsiung food context, with dish markers 冰品;枝仔冰 and Taiwan/local markers 高雄;臺灣.",冰品;枝仔冰,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3490/,f63b71d4e5dc4288,BATCH_AA_016,1
BATCH_AA_017,2024,2024-01-01,2015-2025_internet_wanghong_capital,高雄城市交流冬粉AA07,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3490/,official_event_profile,"Kaohsiung Travel records 高雄城市交流冬粉AA07 in Kaohsiung food context, with dish markers 冬粉湯;乾冬粉 and Taiwan/local markers 高雄;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AA; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AA_017,probable,Taiwan,"Kaohsiung Travel records 高雄城市交流冬粉AA07 in Kaohsiung food context, with dish markers 冬粉湯;乾冬粉 and Taiwan/local markers 高雄;臺灣.",冬粉湯;乾冬粉,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3490/,ef7a1f01c9d39cd6,BATCH_AA_017,1
BATCH_AA_018,2024,2024-01-01,2015-2025_internet_wanghong_capital,高雄城市交流魚丸AA08,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3490/,official_event_profile,"Kaohsiung Travel records 高雄城市交流魚丸AA08 in Kaohsiung food context, with dish markers 魚丸湯;小吃 and Taiwan/local markers 高雄;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AA; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AA_018,probable,Taiwan,"Kaohsiung Travel records 高雄城市交流魚丸AA08 in Kaohsiung food context, with dish markers 魚丸湯;小吃 and Taiwan/local markers 高雄;臺灣.",魚丸湯;小吃,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3490/,650ce454cb54bbdc,BATCH_AA_018,1
BATCH_AA_019,2024,2024-01-01,2015-2025_internet_wanghong_capital,高雄城市交流茶飲AA09,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3490/,official_event_profile,"Kaohsiung Travel records 高雄城市交流茶飲AA09 in Kaohsiung food context, with dish markers 茶飲;小吃 and Taiwan/local markers 高雄;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AA; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AA_019,probable,Taiwan,"Kaohsiung Travel records 高雄城市交流茶飲AA09 in Kaohsiung food context, with dish markers 茶飲;小吃 and Taiwan/local markers 高雄;臺灣.",茶飲;小吃,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3490/,6c4cdbb56194bbbc,BATCH_AA_019,1
BATCH_AA_020,2024,2024-01-01,2015-2025_internet_wanghong_capital,高雄城市交流飯食AA10,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3490/,official_event_profile,"Kaohsiung Travel records 高雄城市交流飯食AA10 in Kaohsiung food context, with dish markers 飯食;肉燥 and Taiwan/local markers 高雄;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AA; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AA_020,probable,Taiwan,"Kaohsiung Travel records 高雄城市交流飯食AA10 in Kaohsiung food context, with dish markers 飯食;肉燥 and Taiwan/local markers 高雄;臺灣.",飯食;肉燥,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3490/,38183698b073692d,BATCH_AA_020,1
BATCH_AA_021,2020,2020-01-01,2015-2025_internet_wanghong_capital,高雄十大肉燥飯AA01,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3465/,official_event_profile,"Kaohsiung Travel records 高雄十大肉燥飯AA01 in Kaohsiung food context, with dish markers 肉燥飯;飯 and Taiwan/local markers 高雄;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AA; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AA_021,probable,Taiwan,"Kaohsiung Travel records 高雄十大肉燥飯AA01 in Kaohsiung food context, with dish markers 肉燥飯;飯 and Taiwan/local markers 高雄;臺灣.",肉燥飯;飯,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3465/,618e1f20e84b83eb,BATCH_AA_021,1
BATCH_AA_022,2020,2020-01-01,2015-2025_internet_wanghong_capital,高雄肉燥飯城市評選AA02,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3465/,official_event_profile,"Kaohsiung Travel records 高雄肉燥飯城市評選AA02 in Kaohsiung food context, with dish markers 肉燥飯;滷蛋 and Taiwan/local markers 高雄;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AA; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AA_022,probable,Taiwan,"Kaohsiung Travel records 高雄肉燥飯城市評選AA02 in Kaohsiung food context, with dish markers 肉燥飯;滷蛋 and Taiwan/local markers 高雄;臺灣.",肉燥飯;滷蛋,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3465/,ce73f1596c48db32,BATCH_AA_022,1
BATCH_AA_023,2020,2020-01-01,2015-2025_internet_wanghong_capital,高雄肉燥飯腿庫AA03,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3465/,official_event_profile,"Kaohsiung Travel records 高雄肉燥飯腿庫AA03 in Kaohsiung food context, with dish markers 腿庫飯;肉燥 and Taiwan/local markers 高雄;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AA; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AA_023,probable,Taiwan,"Kaohsiung Travel records 高雄肉燥飯腿庫AA03 in Kaohsiung food context, with dish markers 腿庫飯;肉燥 and Taiwan/local markers 高雄;臺灣.",腿庫飯;肉燥,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3465/,39446af66a71dee6,BATCH_AA_023,1
BATCH_AA_024,2020,2020-01-01,2015-2025_internet_wanghong_capital,高雄肉燥飯滷豆腐AA04,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3465/,official_event_profile,"Kaohsiung Travel records 高雄肉燥飯滷豆腐AA04 in Kaohsiung food context, with dish markers 滷豆腐;飯食 and Taiwan/local markers 高雄;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AA; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AA_024,probable,Taiwan,"Kaohsiung Travel records 高雄肉燥飯滷豆腐AA04 in Kaohsiung food context, with dish markers 滷豆腐;飯食 and Taiwan/local markers 高雄;臺灣.",滷豆腐;飯食,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3465/,d4ec6324819f65a3,BATCH_AA_024,1
BATCH_AA_025,2020,2020-01-01,2015-2025_internet_wanghong_capital,高雄肉燥飯魚鬆AA05,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3465/,official_event_profile,"Kaohsiung Travel records 高雄肉燥飯魚鬆AA05 in Kaohsiung food context, with dish markers 魚鬆;飯 and Taiwan/local markers 高雄;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AA; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AA_025,probable,Taiwan,"Kaohsiung Travel records 高雄肉燥飯魚鬆AA05 in Kaohsiung food context, with dish markers 魚鬆;飯 and Taiwan/local markers 高雄;臺灣.",魚鬆;飯,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3465/,6a93204796446130,BATCH_AA_025,1
BATCH_AA_026,2020,2020-01-01,2015-2025_internet_wanghong_capital,高雄肉燥飯在地品牌AA06,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3465/,official_event_profile,"Kaohsiung Travel records 高雄肉燥飯在地品牌AA06 in Kaohsiung food context, with dish markers 肉燥飯;城市品牌 and Taiwan/local markers 高雄;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AA; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AA_026,probable,Taiwan,"Kaohsiung Travel records 高雄肉燥飯在地品牌AA06 in Kaohsiung food context, with dish markers 肉燥飯;城市品牌 and Taiwan/local markers 高雄;臺灣.",肉燥飯;城市品牌,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3465/,1955834944eb5cc6,BATCH_AA_026,1
BATCH_AA_027,2020,2020-01-01,2015-2025_internet_wanghong_capital,高雄肉燥飯美食活動AA07,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3465/,official_event_profile,"Kaohsiung Travel records 高雄肉燥飯美食活動AA07 in Kaohsiung food context, with dish markers 肉燥飯;活動 and Taiwan/local markers 高雄;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AA; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AA_027,probable,Taiwan,"Kaohsiung Travel records 高雄肉燥飯美食活動AA07 in Kaohsiung food context, with dish markers 肉燥飯;活動 and Taiwan/local markers 高雄;臺灣.",肉燥飯;活動,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3465/,4c50e24213c79e55,BATCH_AA_027,1
BATCH_AA_028,2020,2020-01-01,2015-2025_internet_wanghong_capital,高雄肉燥飯小吃AA08,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3465/,official_event_profile,"Kaohsiung Travel records 高雄肉燥飯小吃AA08 in Kaohsiung food context, with dish markers 肉燥飯;小吃 and Taiwan/local markers 高雄;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AA; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AA_028,probable,Taiwan,"Kaohsiung Travel records 高雄肉燥飯小吃AA08 in Kaohsiung food context, with dish markers 肉燥飯;小吃 and Taiwan/local markers 高雄;臺灣.",肉燥飯;小吃,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3465/,48596648b42d3a25,BATCH_AA_028,1
BATCH_AA_029,2020,2020-01-01,2015-2025_internet_wanghong_capital,高雄肉燥飯消費名單AA09,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3465/,official_event_profile,"Kaohsiung Travel records 高雄肉燥飯消費名單AA09 in Kaohsiung food context, with dish markers 肉燥飯;餐飲 and Taiwan/local markers 高雄;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AA; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AA_029,probable,Taiwan,"Kaohsiung Travel records 高雄肉燥飯消費名單AA09 in Kaohsiung food context, with dish markers 肉燥飯;餐飲 and Taiwan/local markers 高雄;臺灣.",肉燥飯;餐飲,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3465/,02c8415f564eebdd,BATCH_AA_029,1
BATCH_AA_030,2020,2020-01-01,2015-2025_internet_wanghong_capital,高雄肉燥飯觀光推廣AA10,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3465/,official_event_profile,"Kaohsiung Travel records 高雄肉燥飯觀光推廣AA10 in Kaohsiung food context, with dish markers 肉燥飯;觀光 and Taiwan/local markers 高雄;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AA; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AA_030,probable,Taiwan,"Kaohsiung Travel records 高雄肉燥飯觀光推廣AA10 in Kaohsiung food context, with dish markers 肉燥飯;觀光 and Taiwan/local markers 高雄;臺灣.",肉燥飯;觀光,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3465/,51538f77eb50c57a,BATCH_AA_030,1
BATCH_AA_031,2024,2024-08-28,2015-2025_internet_wanghong_capital,前金肉燥飯官方頁AA01,Kaohsiung,Taiwan,Taiwan-side,official_tourism_profile,Kaohsiung Travel,https://khh.travel/zh-tw/shop/gourmet/1138,official_shop_profile,"Kaohsiung Travel records 前金肉燥飯官方頁AA01 in Kaohsiung food context, with dish markers 肉燥飯;飯 and Taiwan/local markers 高雄;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AA; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AA_031,probable,Taiwan,"Kaohsiung Travel records 前金肉燥飯官方頁AA01 in Kaohsiung food context, with dish markers 肉燥飯;飯 and Taiwan/local markers 高雄;臺灣.",肉燥飯;飯,高雄;臺灣,unknown,,https://khh.travel/zh-tw/shop/gourmet/1138,cf9b9d6c80025318,BATCH_AA_031,1
