attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count
MERGED_542b43b39d8bbb,1952,1952-01-01,1946-1987_taiwan_side_formation,ビーフン東,Tokyo,Tokyo,Japan,food_media_retrospective,Ameba Karin Diary,https://ameblo.jp/karin0321/entry-12620231263.html,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1952 ビーフン東 dated public source event anchors the food sign ビーフン;バーツァン 新橋台湾料理 || 1952 ビーフン東 dish wording binds local food item to Taiwaneseness corpus ビーフン;バーツァン 新橋台湾料理 || 1952 ビーフン東 store service format records circulation context ビーフン;バーツァン 新橋台湾料理 || 1952 ビーフン東 urban memory and place geography support historical binding ビーフン;バーツァン 新橋台湾料理,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_019_A,probable,Japan,Bifun Azuma founded in Showa 27 as Shinbashi old Taiwanese rice-noodle restaurant,ビーフン;バーツァン,新橋台湾料理,,,https://ameblo.jp/karin0321/entry-12620231263.html,50578897db8cf77f,BULK_O_019_A;BULK_O_019_B;BULK_O_019_C;BULK_O_019_D,4
MERGED_df13b479c62627,1980,1980-07-26,1946-1987_taiwan_side_formation,Taiwan Porridge happy-hour listing,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800726-1,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1980 Taiwan Porridge happy-hour listing dated public source event anchors the food sign Taiwan porridge Singapore Taiwan porridge || 1980 Taiwan Porridge happy-hour listing dish wording binds local food item to Taiwaneseness corpus Taiwan porridge Singapore Taiwan porridge || 1980 Taiwan Porridge happy-hour listing store service format records circulation context Taiwan porridge Singapore Taiwan porridge || 1980 Taiwan Porridge happy-hour listing urban memory and place geography support historical binding Taiwan porridge Singapore Taiwan porridge,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_028_A,probable,Singapore,1980 Straits Times advertisement lists Taiwan porridge bak kut teh and happy hours to midnight,Taiwan porridge,Singapore Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800726-1,27a9b144e1498e97,BULK_O_028_A;BULK_O_028_B;BULK_O_028_C;BULK_O_028_D,4
MERGED_246ee81ec3d16e,1980,1980-08-15,1946-1987_taiwan_side_formation,Taiwan Porridge club listing,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800815-1,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1980 Taiwan Porridge club listing dated public source event anchors the food sign Taiwan porridge Singapore Taiwan porridge || 1980 Taiwan Porridge club listing dish wording binds local food item to Taiwaneseness corpus Taiwan porridge Singapore Taiwan porridge || 1980 Taiwan Porridge club listing store service format records circulation context Taiwan porridge Singapore Taiwan porridge || 1980 Taiwan Porridge club listing urban memory and place geography support historical binding Taiwan porridge Singapore Taiwan porridge,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_029_A,probable,Singapore,1980 Straits Times advertisement lists Taiwan porridge as a per-head meal offering,Taiwan porridge,Singapore Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800815-1,534c3c703fb0ec00,BULK_O_029_A;BULK_O_029_B;BULK_O_029_C;BULK_O_029_D,4
MERGED_a243c6ac1899a1,1982,1982-03-21,1946-1987_taiwan_side_formation,Goodwood Park Taiwan Porridge review,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820321-1,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1982 Goodwood Park Taiwan Porridge review dated public source event anchors the food sign Taiwan porridge Singapore Taiwan porridge || 1982 Goodwood Park Taiwan Porridge review dish wording binds local food item to Taiwaneseness corpus Taiwan porridge Singapore Taiwan porridge || 1982 Goodwood Park Taiwan Porridge review store service format records circulation context Taiwan porridge Singapore Taiwan porridge || 1982 Goodwood Park Taiwan Porridge review urban memory and place geography support historical binding Taiwan porridge Singapore Taiwan porridge,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_030_A,probable,Singapore,1982 Grace Wong review names Goodwood Park Hotel Taiwan porridge as a light meal or snack,Taiwan porridge,Singapore Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820321-1,e6d4d10df65cf66d,BULK_O_030_A;BULK_O_030_B;BULK_O_030_C;BULK_O_030_D,4
MERGED_2e16bef401a267,1982,1982-04-19,1946-1987_taiwan_side_formation,Goodwood Park Taiwan Porridge ad,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820419-1,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1982 Goodwood Park Taiwan Porridge ad dated public source event anchors the food sign Taiwan porridge Singapore Taiwan porridge || 1982 Goodwood Park Taiwan Porridge ad dish wording binds local food item to Taiwaneseness corpus Taiwan porridge Singapore Taiwan porridge || 1982 Goodwood Park Taiwan Porridge ad store service format records circulation context Taiwan porridge Singapore Taiwan porridge || 1982 Goodwood Park Taiwan Porridge ad urban memory and place geography support historical binding Taiwan porridge Singapore Taiwan porridge,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_031_A,probable,Singapore,1982 Goodwood Park Hotel advertisement promotes authentic Taiwan porridge cooked by expert Chinese chef,Taiwan porridge,Singapore Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820419-1,2c8036b4c0c487e3,BULK_O_031_A;BULK_O_031_B;BULK_O_031_C;BULK_O_031_D,4
MERGED_c905cd33eb0060,1982,1982-04-28,1946-1987_taiwan_side_formation,Goodwood Park Taiwan Porridge April ad,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820428-1,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1982 Goodwood Park Taiwan Porridge April ad dated public source event anchors the food sign Taiwan porridge Singapore Taiwan porridge || 1982 Goodwood Park Taiwan Porridge April ad dish wording binds local food item to Taiwaneseness corpus Taiwan porridge Singapore Taiwan porridge || 1982 Goodwood Park Taiwan Porridge April ad store service format records circulation context Taiwan porridge Singapore Taiwan porridge || 1982 Goodwood Park Taiwan Porridge April ad urban memory and place geography support historical binding Taiwan porridge Singapore Taiwan porridge,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_032_A,probable,Singapore,1982 Goodwood Park Hotel advertisement promotes Taiwan porridge with menu of crisp baby squids and fried pomfret,Taiwan porridge,Singapore Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820428-1,776f357d4f223074,BULK_O_032_A;BULK_O_032_B;BULK_O_032_C;BULK_O_032_D,4
MERGED_e6a18615c666e6,1982,1982-09-23,1946-1987_taiwan_side_formation,Goodwood Park authentic Taiwan Porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820923-1,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1982 Goodwood Park authentic Taiwan Porridge dated public source event anchors the food sign Taiwan porridge Singapore Taiwan porridge || 1982 Goodwood Park authentic Taiwan Porridge dish wording binds local food item to Taiwaneseness corpus Taiwan porridge Singapore Taiwan porridge || 1982 Goodwood Park authentic Taiwan Porridge store service format records circulation context Taiwan porridge Singapore Taiwan porridge || 1982 Goodwood Park authentic Taiwan Porridge urban memory and place geography support historical binding Taiwan porridge Singapore Taiwan porridge,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_033_A,probable,Singapore,1982 Goodwood Park authentic Taiwan porridge ad lists thirty dishes including steamed minced pork,Taiwan porridge,Singapore Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820923-1,4e3ce8d4d4f6d361,BULK_O_033_A;BULK_O_033_B;BULK_O_033_C;BULK_O_033_D,4
MERGED_85e2e4330125d3,1983,1983-07-30,1946-1987_taiwan_side_formation,Hai Guo Restaurant Taiwan Porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19830730-1,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1983 Hai Guo Restaurant Taiwan Porridge dated public source event anchors the food sign Taiwan porridge Singapore Taiwan porridge || 1983 Hai Guo Restaurant Taiwan Porridge dish wording binds local food item to Taiwaneseness corpus Taiwan porridge Singapore Taiwan porridge || 1983 Hai Guo Restaurant Taiwan Porridge store service format records circulation context Taiwan porridge Singapore Taiwan porridge || 1983 Hai Guo Restaurant Taiwan Porridge urban memory and place geography support historical binding Taiwan porridge Singapore Taiwan porridge,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_034_A,probable,Singapore,1983 Hai Guo Restaurant grand opening offered Taiwan porridge alongside bak kut teh seafood dim sum and steamboat,Taiwan porridge,Singapore Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19830730-1,0aa16301ed8ce833,BULK_O_034_A;BULK_O_034_B;BULK_O_034_C;BULK_O_034_D,4
MERGED_3d4741cfb2d1d7,1985,1985-10-01,1946-1987_taiwan_side_formation,Sin Leong Restaurant Taiwan Porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19851001-1,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1985 Sin Leong Restaurant Taiwan Porridge dated public source event anchors the food sign Taiwan porridge Singapore Taiwan porridge || 1985 Sin Leong Restaurant Taiwan Porridge dish wording binds local food item to Taiwaneseness corpus Taiwan porridge Singapore Taiwan porridge || 1985 Sin Leong Restaurant Taiwan Porridge store service format records circulation context Taiwan porridge Singapore Taiwan porridge || 1985 Sin Leong Restaurant Taiwan Porridge urban memory and place geography support historical binding Taiwan porridge Singapore Taiwan porridge,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_038_A,probable,Singapore,1985 Sin Leong Restaurant Marine Parade introduced Taiwan porridge with delicious mini dishes and economical lunch,Taiwan porridge,Singapore Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19851001-1,e509a2d1de4b43e8,BULK_O_038_A;BULK_O_038_B;BULK_O_038_C;BULK_O_038_D,4
MERGED_400c339b46534d,1986,1986-06-13,1946-1987_taiwan_side_formation,Stevens Corner Taiwanese Breakfast,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860613-1,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1986 Stevens Corner Taiwanese Breakfast dated public source event anchors the food sign Taiwanese breakfast;shaobing Singapore Taiwanese breakfast || 1986 Stevens Corner Taiwanese Breakfast dish wording binds local food item to Taiwaneseness corpus Taiwanese breakfast;shaobing Singapore Taiwanese breakfast || 1986 Stevens Corner Taiwanese Breakfast store service format records circulation context Taiwanese breakfast;shaobing Singapore Taiwanese breakfast || 1986 Stevens Corner Taiwanese Breakfast urban memory and place geography support historical binding Taiwanese breakfast;shaobing Singapore Taiwanese breakfast,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_039_A,probable,Singapore,1986 Stevens Corner advertised Taiwanese breakfast of shaobing youtiao and soya bean milk,Taiwanese breakfast;shaobing,Singapore Taiwanese breakfast,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860613-1,cc9813e7db28a12a,BULK_O_039_A;BULK_O_039_B;BULK_O_039_C;BULK_O_039_D,4
MERGED_bb5011227588c3,1986,1986-09-26,1946-1987_taiwan_side_formation,Claypot dishes Taiwan Porridge supper,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860926-1,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1986 Claypot dishes Taiwan Porridge supper dated public source event anchors the food sign Taiwan porridge Singapore Taiwan porridge || 1986 Claypot dishes Taiwan Porridge supper dish wording binds local food item to Taiwaneseness corpus Taiwan porridge Singapore Taiwan porridge || 1986 Claypot dishes Taiwan Porridge supper store service format records circulation context Taiwan porridge Singapore Taiwan porridge || 1986 Claypot dishes Taiwan Porridge supper urban memory and place geography support historical binding Taiwan porridge Singapore Taiwan porridge,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_040_A,probable,Singapore,1986 hotel advertisement describes coffee house famous for claypot dishes and Taiwan porridge supper,Taiwan porridge,Singapore Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860926-1,669611c1d5a29196,BULK_O_040_A;BULK_O_040_B;BULK_O_040_C;BULK_O_040_D,4
